"word","valence_condition","set","run","seed"
"bad","negative",2,1,69
"cold","negative",2,1,69
"terrible","negative",2,1,69
"guilty","negative",2,1,69
"evil","negative",2,1,69
"violent","negative",2,1,69
"controlling","negative",2,1,69
"withdrawn","negative",2,1,69
"offensive","negative",2,1,69
"rotten","negative",2,1,69
"ignorant","negative",2,1,69
"fearful","negative",2,1,69
"arrogant","negative",2,1,69
"corrupt","negative",2,1,69
"inefficient","negative",2,1,69
"tortured","negative",2,1,69
"volatile","negative",2,1,69
"greedy","negative",2,1,69
"immature","negative",2,1,69
"flawed","negative",2,1,69
"vain","negative",2,1,69
"negligent","negative",2,1,69
"malicious","negative",2,1,69
"irritable","negative",2,1,69
"wasteful","negative",2,1,69
"sluggish","negative",2,1,69
"tiresome","negative",2,1,69
"manipulative","negative",2,1,69
"cowardly","negative",2,1,69
"spiteful","negative",2,1,69
"open","positive",2,1,69
"understanding","positive",2,1,69
"responsible","positive",2,1,69
"beautiful","positive",2,1,69
"patient","positive",2,1,69
"helpful","positive",2,1,69
"consistent","positive",2,1,69
"outstanding","positive",2,1,69
"sophisticated","positive",2,1,69
"generous","positive",2,1,69
"modest","positive",2,1,69
"intelligent","positive",2,1,69
"neat","positive",2,1,69
"tender","positive",2,1,69
"sympathetic","positive",2,1,69
"lively","positive",2,1,69
"enthusiastic","positive",2,1,69
"charming","positive",2,1,69
"loyal","positive",2,1,69
"cheerful","positive",2,1,69
"glorious","positive",2,1,69
"tidy","positive",2,1,69
"faithful","positive",2,1,69
"innovative","positive",2,1,69
"jolly","positive",2,1,69
"energetic","positive",2,1,69
"outgoing","positive",2,1,69
"merry","positive",2,1,69
"youthful","positive",2,1,69
"admirable","positive",2,1,69
"weak","negative",2,2,69
"awful","negative",2,2,69
"unhappy","negative",2,2,69
"dull","negative",2,2,69
"nasty","negative",2,2,69
"dreadful","negative",2,2,69
"cruel","negative",2,2,69
"useless","negative",2,2,69
"unpleasant","negative",2,2,69
"toxic","negative",2,2,69
"rude","negative",2,2,69
"petty","negative",2,2,69
"cynical","negative",2,2,69
"gloomy","negative",2,2,69
"bland","negative",2,2,69
"irrational","negative",2,2,69
"discouraged","negative",2,2,69
"insane","negative",2,2,69
"insensitive","negative",2,2,69
"immoral","negative",2,2,69
"smug","negative",2,2,69
"prejudiced","negative",2,2,69
"unkind","negative",2,2,69
"unproductive","negative",2,2,69
"sinful","negative",2,2,69
"unsympathetic","negative",2,2,69
"antagonistic","negative",2,2,69
"obnoxious","negative",2,2,69
"vindictive","negative",2,2,69
"intolerant","negative",2,2,69
"good","positive",2,2,69
"able","positive",2,2,69
"kind","positive",2,2,69
"strong","positive",2,2,69
"nice","positive",2,2,69
"original","positive",2,2,69
"independent","positive",2,2,69
"fair","positive",2,2,69
"pretty","positive",2,2,69
"reasonable","positive",2,2,69
