"word","valence_condition","set","run","seed"
"cold","negative",2,1,57
"weak","negative",2,1,57
"evil","negative",2,1,57
"violent","negative",2,1,57
"unhappy","negative",2,1,57
"dull","negative",2,1,57
"withdrawn","negative",2,1,57
"offensive","negative",2,1,57
"cruel","negative",2,1,57
"useless","negative",2,1,57
"petty","negative",2,1,57
"ignorant","negative",2,1,57
"fearful","negative",2,1,57
"gloomy","negative",2,1,57
"arrogant","negative",2,1,57
"inefficient","negative",2,1,57
"greedy","negative",2,1,57
"immature","negative",2,1,57
"insane","negative",2,1,57
"malicious","negative",2,1,57
"insensitive","negative",2,1,57
"immoral","negative",2,1,57
"wasteful","negative",2,1,57
"tiresome","negative",2,1,57
"unproductive","negative",2,1,57
"sinful","negative",2,1,57
"manipulative","negative",2,1,57
"cowardly","negative",2,1,57
"spiteful","negative",2,1,57
"intolerant","negative",2,1,57
"good","positive",2,1,57
"able","positive",2,1,57
"strong","positive",2,1,57
"nice","positive",2,1,57
"understanding","positive",2,1,57
"responsible","positive",2,1,57
"pretty","positive",2,1,57
"reasonable","positive",2,1,57
"bright","positive",2,1,57
"healthy","positive",2,1,57
"helpful","positive",2,1,57
"calm","positive",2,1,57
"generous","positive",2,1,57
"modest","positive",2,1,57
"romantic","positive",2,1,57
"elegant","positive",2,1,57
"tender","positive",2,1,57
"lively","positive",2,1,57
"charming","positive",2,1,57
"loyal","positive",2,1,57
"cheerful","positive",2,1,57
"faithful","positive",2,1,57
"jolly","positive",2,1,57
"daring","positive",2,1,57
"thoughtful","positive",2,1,57
"outgoing","positive",2,1,57
"merry","positive",2,1,57
"triumphant","positive",2,1,57
"youthful","positive",2,1,57
"disciplined","positive",2,1,57
"bad","negative",2,2,57
"terrible","negative",2,2,57
"guilty","negative",2,2,57
"awful","negative",2,2,57
"controlling","negative",2,2,57
"nasty","negative",2,2,57
"dreadful","negative",2,2,57
"unpleasant","negative",2,2,57
"toxic","negative",2,2,57
"rude","negative",2,2,57
"rotten","negative",2,2,57
"cynical","negative",2,2,57
"bland","negative",2,2,57
"corrupt","negative",2,2,57
"tortured","negative",2,2,57
"irrational","negative",2,2,57
"volatile","negative",2,2,57
"discouraged","negative",2,2,57
"flawed","negative",2,2,57
"vain","negative",2,2,57
"negligent","negative",2,2,57
"irritable","negative",2,2,57
"smug","negative",2,2,57
"prejudiced","negative",2,2,57
"unkind","negative",2,2,57
"sluggish","negative",2,2,57
"unsympathetic","negative",2,2,57
"antagonistic","negative",2,2,57
"obnoxious","negative",2,2,57
"vindictive","negative",2,2,57
"open","positive",2,2,57
"kind","positive",2,2,57
"original","positive",2,2,57
"independent","positive",2,2,57
"fair","positive",2,2,57
"beautiful","positive",2,2,57
"patient","positive",2,2,57
"brilliant","positive",2,2,57
"consistent","positive",2,2,57
"intellectual","positive",2,2,57
"outstanding","positive",2,2,57
"gentle","positive",2,2,57
"sophisticated","positive",2,2,57
"wise","positive",2,2,57
"composed","positive",2,2,57
"mature","positive",2,2,57
"intelligent","positive",2,2,57
"skilled","positive",2,2,57
"neat","positive",2,2,57
"sympathetic","positive",2,2,57
"enthusiastic","positive",2,2,57
"respectable","positive",2,2,57
"glorious","positive",2,2,57
"tidy","positive",2,2,57
"innovative","positive",2,2,57
"sunny","positive",2,2,57
"prompt","positive",2,2,57
"energetic","positive",2,2,57
"sincere","positive",2,2,57
"admirable","positive",2,2,57
"boring","negative",1,3,57
"mean","negative",1,3,57
"depressed","negative",1,3,57
"harsh","negative",1,3,57
"lonely","negative",1,3,57
"sad","negative",1,3,57
"ugly","negative",1,3,57
"foul","negative",1,3,57
"detached","negative",1,3,57
"annoying","negative",1,3,57
"helpless","negative",1,3,57
"selfish","negative",1,3,57
"inconsistent","negative",1,3,57
"incompetent","negative",1,3,57
"reckless","negative",1,3,57
"unwise","negative",1,3,57
"careless","negative",1,3,57
"hopeless","negative",1,3,57
"unjust","negative",1,3,57
"unskilled","negative",1,3,57
"pessimistic","negative",1,3,57
"untidy","negative",1,3,57
"anguished","negative",1,3,57
"heartless","negative",1,3,57
"abusing","negative",1,3,57
"deceptive","negative",1,3,57
"morbid","negative",1,3,57
"abusive","negative",1,3,57
"possessive","negative",1,3,57
"impractical","negative",1,3,57
"happy","positive",1,3,57
"secure","positive",1,3,57
"experienced","positive",1,3,57
"sweet","positive",1,3,57
"lucky","positive",1,3,57
"loved","positive",1,3,57
"active","positive",1,3,57
"confident","positive",1,3,57
"warm","positive",1,3,57
"efficient","positive",1,3,57
"useful","positive",1,3,57
"creative","positive",1,3,57
"brave","positive",1,3,57
"ambitious","positive",1,3,57
"clever","positive",1,3,57
"smart","positive",1,3,57
"reliable","positive",1,3,57
"engaged","positive",1,3,57
"grateful","positive",1,3,57
"sensible","positive",1,3,57
"imaginative","positive",1,3,57
"competent","positive",1,3,57
"versatile","positive",1,3,57
"polite","positive",1,3,57
"mighty","positive",1,3,57
"terrific","positive",1,3,57
"amusing","positive",1,3,57
"cooperative","positive",1,3,57
"ethical","positive",1,3,57
"entertaining","positive",1,3,57
"shallow","negative",1,4,57
"wicked","negative",1,4,57
"stupid","negative",1,4,57
"rejected","negative",1,4,57
"vicious","negative",1,4,57
"hostile","negative",1,4,57
"bitter","negative",1,4,57
"angry","negative",1,4,57
"disturbed","negative",1,4,57
"troubled","negative",1,4,57
"inadequate","negative",1,4,57
"lazy","negative",1,4,57
"irresponsible","negative",1,4,57
"unreliable","negative",1,4,57
"dishonest","negative",1,4,57
"irritating","negative",1,4,57
"ruthless","negative",1,4,57
"sour","negative",1,4,57
"moody","negative",1,4,57
"self-conscious","negative",1,4,57
"envious","negative",1,4,57
"resentful","negative",1,4,57
"unhealthy","negative",1,4,57
"sloppy","negative",1,4,57
"ungrateful","negative",1,4,57
"unfriendly","negative",1,4,57
"unfaithful","negative",1,4,57
"unruly","negative",1,4,57
"lifeless","negative",1,4,57
"dreary","negative",1,4,57
"fun","positive",1,4,57
"friendly","positive",1,4,57
"interesting","positive",1,4,57
"positive","positive",1,4,57
"capable","positive",1,4,57
"social","positive",1,4,57
"proud","positive",1,4,57
"perfect","positive",1,4,57
"satisfied","positive",1,4,57
"honest","positive",1,4,57
"productive","positive",1,4,57
"pleasant","positive",1,4,57
"peaceful","positive",1,4,57
"accurate","positive",1,4,57
"organized","positive",1,4,57
"precious","positive",1,4,57
"devoted","positive",1,4,57
"curious","positive",1,4,57
"handsome","positive",1,4,57
"flexible","positive",1,4,57
"thorough","positive",1,4,57
"talented","positive",1,4,57
"expressive","positive",1,4,57
"humble","positive",1,4,57
"optimistic","positive",1,4,57
"charitable","positive",1,4,57
"hopeful","positive",1,4,57
"fashionable","positive",1,4,57
"orderly","positive",1,4,57
"decisive","positive",1,4,57
