"word","valence_condition","set","run","seed"
"bad","negative",2,1,5
"terrible","negative",2,1,5
"awful","negative",2,1,5
"evil","negative",2,1,5
"controlling","negative",2,1,5
"unhappy","negative",2,1,5
"dull","negative",2,1,5
"nasty","negative",2,1,5
"withdrawn","negative",2,1,5
"offensive","negative",2,1,5
"rude","negative",2,1,5
"petty","negative",2,1,5
"rotten","negative",2,1,5
"fearful","negative",2,1,5
"arrogant","negative",2,1,5
"bland","negative",2,1,5
"corrupt","negative",2,1,5
"inefficient","negative",2,1,5
"tortured","negative",2,1,5
"immature","negative",2,1,5
"negligent","negative",2,1,5
"smug","negative",2,1,5
"prejudiced","negative",2,1,5
"unkind","negative",2,1,5
"sluggish","negative",2,1,5
"sinful","negative",2,1,5
"antagonistic","negative",2,1,5
"cowardly","negative",2,1,5
"obnoxious","negative",2,1,5
"intolerant","negative",2,1,5
"kind","positive",2,1,5
"nice","positive",2,1,5
"original","positive",2,1,5
"responsible","positive",2,1,5
"beautiful","positive",2,1,5
"pretty","positive",2,1,5
"bright","positive",2,1,5
"helpful","positive",2,1,5
"consistent","positive",2,1,5
"calm","positive",2,1,5
"gentle","positive",2,1,5
"sophisticated","positive",2,1,5
"modest","positive",2,1,5
"romantic","positive",2,1,5
"mature","positive",2,1,5
"skilled","positive",2,1,5
"tender","positive",2,1,5
"sympathetic","positive",2,1,5
"lively","positive",2,1,5
"enthusiastic","positive",2,1,5
"charming","positive",2,1,5
"cheerful","positive",2,1,5
"sunny","positive",2,1,5
"jolly","positive",2,1,5
"thoughtful","positive",2,1,5
"outgoing","positive",2,1,5
"triumphant","positive",2,1,5
"youthful","positive",2,1,5
"sincere","positive",2,1,5
"admirable","positive",2,1,5
"cold","negative",2,2,5
"guilty","negative",2,2,5
"weak","negative",2,2,5
"violent","negative",2,2,5
"dreadful","negative",2,2,5
"cruel","negative",2,2,5
"useless","negative",2,2,5
"unpleasant","negative",2,2,5
"toxic","negative",2,2,5
"cynical","negative",2,2,5
"ignorant","negative",2,2,5
"gloomy","negative",2,2,5
"irrational","negative",2,2,5
"volatile","negative",2,2,5
"greedy","negative",2,2,5
"discouraged","negative",2,2,5
"insane","negative",2,2,5
"flawed","negative",2,2,5
"vain","negative",2,2,5
"malicious","negative",2,2,5
"irritable","negative",2,2,5
"insensitive","negative",2,2,5
"immoral","negative",2,2,5
"wasteful","negative",2,2,5
"tiresome","negative",2,2,5
"unproductive","negative",2,2,5
"unsympathetic","negative",2,2,5
"manipulative","negative",2,2,5
"vindictive","negative",2,2,5
"spiteful","negative",2,2,5
"good","positive",2,2,5
"able","positive",2,2,5
"open","positive",2,2,5
"strong","positive",2,2,5
"independent","positive",2,2,5
"understanding","positive",2,2,5
"fair","positive",2,2,5
"patient","positive",2,2,5
"reasonable","positive",2,2,5
"healthy","positive",2,2,5
"brilliant","positive",2,2,5
"intellectual","positive",2,2,5
"outstanding","positive",2,2,5
"generous","positive",2,2,5
"wise","positive",2,2,5
"composed","positive",2,2,5
"intelligent","positive",2,2,5
"elegant","positive",2,2,5
"neat","positive",2,2,5
"loyal","positive",2,2,5
"respectable","positive",2,2,5
"glorious","positive",2,2,5
"tidy","positive",2,2,5
"faithful","positive",2,2,5
"innovative","positive",2,2,5
"prompt","positive",2,2,5
"daring","positive",2,2,5
"energetic","positive",2,2,5
"merry","positive",2,2,5
"disciplined","positive",2,2,5
"shallow","negative",1,3,5
"mean","negative",1,3,5
"stupid","negative",1,3,5
"vicious","negative",1,3,5
"depressed","negative",1,3,5
"harsh","negative",1,3,5
"hostile","negative",1,3,5
"bitter","negative",1,3,5
"disturbed","negative",1,3,5
"troubled","negative",1,3,5
"inadequate","negative",1,3,5
"ugly","negative",1,3,5
"foul","negative",1,3,5
"detached","negative",1,3,5
"annoying","negative",1,3,5
"helpless","negative",1,3,5
"reckless","negative",1,3,5
"lazy","negative",1,3,5
"hopeless","negative",1,3,5
"unjust","negative",1,3,5
"dishonest","negative",1,3,5
"ruthless","negative",1,3,5
"pessimistic","negative",1,3,5
"sour","negative",1,3,5
"sloppy","negative",1,3,5
"ungrateful","negative",1,3,5
"abusing","negative",1,3,5
"deceptive","negative",1,3,5
"unfaithful","negative",1,3,5
"abusive","negative",1,3,5
"fun","positive",1,3,5
"friendly","positive",1,3,5
"interesting","positive",1,3,5
"positive","positive",1,3,5
"happy","positive",1,3,5
"social","positive",1,3,5
"experienced","positive",1,3,5
"lucky","positive",1,3,5
"loved","positive",1,3,5
"active","positive",1,3,5
"useful","positive",1,3,5
"productive","positive",1,3,5
"peaceful","positive",1,3,5
"reliable","positive",1,3,5
"engaged","positive",1,3,5
"organized","positive",1,3,5
"handsome","positive",1,3,5
"grateful","positive",1,3,5
"thorough","positive",1,3,5
"competent","positive",1,3,5
"talented","positive",1,3,5
"polite","positive",1,3,5
"humble","positive",1,3,5
"optimistic","positive",1,3,5
"mighty","positive",1,3,5
"amusing","positive",1,3,5
"hopeful","positive",1,3,5
"fashionable","positive",1,3,5
"ethical","positive",1,3,5
"orderly","positive",1,3,5
"boring","negative",1,4,5
"wicked","negative",1,4,5
"rejected","negative",1,4,5
"angry","negative",1,4,5
"lonely","negative",1,4,5
"sad","negative",1,4,5
"selfish","negative",1,4,5
"inconsistent","negative",1,4,5
"incompetent","negative",1,4,5
"unwise","negative",1,4,5
"careless","negative",1,4,5
"irresponsible","negative",1,4,5
"unreliable","negative",1,4,5
"irritating","negative",1,4,5
"unskilled","negative",1,4,5
"untidy","negative",1,4,5
"moody","negative",1,4,5
"self-conscious","negative",1,4,5
"envious","negative",1,4,5
"anguished","negative",1,4,5
"resentful","negative",1,4,5
"unhealthy","negative",1,4,5
"heartless","negative",1,4,5
"unfriendly","negative",1,4,5
"morbid","negative",1,4,5
"unruly","negative",1,4,5
"possessive","negative",1,4,5
"impractical","negative",1,4,5
"lifeless","negative",1,4,5
"dreary","negative",1,4,5
"capable","positive",1,4,5
"secure","positive",1,4,5
"proud","positive",1,4,5
"sweet","positive",1,4,5
"confident","positive",1,4,5
"perfect","positive",1,4,5
"warm","positive",1,4,5
"efficient","positive",1,4,5
"satisfied","positive",1,4,5
"honest","positive",1,4,5
"creative","positive",1,4,5
"brave","positive",1,4,5
"ambitious","positive",1,4,5
"clever","positive",1,4,5
"pleasant","positive",1,4,5
"smart","positive",1,4,5
"accurate","positive",1,4,5
"precious","positive",1,4,5
"devoted","positive",1,4,5
"curious","positive",1,4,5
"flexible","positive",1,4,5
"sensible","positive",1,4,5
"imaginative","positive",1,4,5
"versatile","positive",1,4,5
"expressive","positive",1,4,5
"terrific","positive",1,4,5
"charitable","positive",1,4,5
"cooperative","positive",1,4,5
"entertaining","positive",1,4,5
"decisive","positive",1,4,5
