"word","valence_condition","set","run","seed"
"bad","negative",2,1,33
"guilty","negative",2,1,33
"weak","negative",2,1,33
"evil","negative",2,1,33
"unhappy","negative",2,1,33
"nasty","negative",2,1,33
"dreadful","negative",2,1,33
"cruel","negative",2,1,33
"useless","negative",2,1,33
"unpleasant","negative",2,1,33
"rude","negative",2,1,33
"petty","negative",2,1,33
"rotten","negative",2,1,33
"cynical","negative",2,1,33
"ignorant","negative",2,1,33
"fearful","negative",2,1,33
"gloomy","negative",2,1,33
"corrupt","negative",2,1,33
"inefficient","negative",2,1,33
"immature","negative",2,1,33
"insane","negative",2,1,33
"flawed","negative",2,1,33
"vain","negative",2,1,33
"malicious","negative",2,1,33
"unproductive","negative",2,1,33
"unsympathetic","negative",2,1,33
"manipulative","negative",2,1,33
"cowardly","negative",2,1,33
"vindictive","negative",2,1,33
"intolerant","negative",2,1,33
"good","positive",2,1,33
"open","positive",2,1,33
"nice","positive",2,1,33
"independent","positive",2,1,33
"understanding","positive",2,1,33
"beautiful","positive",2,1,33
"pretty","positive",2,1,33
"reasonable","positive",2,1,33
"healthy","positive",2,1,33
"gentle","positive",2,1,33
"generous","positive",2,1,33
"composed","positive",2,1,33
"mature","positive",2,1,33
"intelligent","positive",2,1,33
"neat","positive",2,1,33
"tender","positive",2,1,33
"sympathetic","positive",2,1,33
"lively","positive",2,1,33
"enthusiastic","positive",2,1,33
"charming","positive",2,1,33
"loyal","positive",2,1,33
"faithful","positive",2,1,33
"sunny","positive",2,1,33
"daring","positive",2,1,33
"energetic","positive",2,1,33
"thoughtful","positive",2,1,33
"merry","positive",2,1,33
"triumphant","positive",2,1,33
"youthful","positive",2,1,33
"disciplined","positive",2,1,33
"cold","negative",2,2,33
"terrible","negative",2,2,33
"awful","negative",2,2,33
"violent","negative",2,2,33
"controlling","negative",2,2,33
"dull","negative",2,2,33
"withdrawn","negative",2,2,33
"offensive","negative",2,2,33
"toxic","negative",2,2,33
"arrogant","negative",2,2,33
"bland","negative",2,2,33
"tortured","negative",2,2,33
"irrational","negative",2,2,33
"volatile","negative",2,2,33
"greedy","negative",2,2,33
"discouraged","negative",2,2,33
"negligent","negative",2,2,33
"irritable","negative",2,2,33
"insensitive","negative",2,2,33
"immoral","negative",2,2,33
"wasteful","negative",2,2,33
"smug","negative",2,2,33
"prejudiced","negative",2,2,33
"unkind","negative",2,2,33
"sluggish","negative",2,2,33
"tiresome","negative",2,2,33
"sinful","negative",2,2,33
"antagonistic","negative",2,2,33
"obnoxious","negative",2,2,33
"spiteful","negative",2,2,33
"able","positive",2,2,33
"kind","positive",2,2,33
"strong","positive",2,2,33
"original","positive",2,2,33
"responsible","positive",2,2,33
"fair","positive",2,2,33
"patient","positive",2,2,33
"bright","positive",2,2,33
"brilliant","positive",2,2,33
"helpful","positive",2,2,33
"consistent","positive",2,2,33
"intellectual","positive",2,2,33
"outstanding","positive",2,2,33
"calm","positive",2,2,33
"sophisticated","positive",2,2,33
"modest","positive",2,2,33
"wise","positive",2,2,33
"romantic","positive",2,2,33
"skilled","positive",2,2,33
"elegant","positive",2,2,33
"respectable","positive",2,2,33
"cheerful","positive",2,2,33
"glorious","positive",2,2,33
"tidy","positive",2,2,33
"innovative","positive",2,2,33
"jolly","positive",2,2,33
"prompt","positive",2,2,33
"outgoing","positive",2,2,33
"sincere","positive",2,2,33
"admirable","positive",2,2,33
"boring","negative",1,3,33
"wicked","negative",1,3,33
