"word","valence_condition","set","run","seed"
"bad","negative",2,1,19
"cold","negative",2,1,19
"terrible","negative",2,1,19
"awful","negative",2,1,19
"dull","negative",2,1,19
"cruel","negative",2,1,19
"useless","negative",2,1,19
"unpleasant","negative",2,1,19
"petty","negative",2,1,19
"rotten","negative",2,1,19
"cynical","negative",2,1,19
"fearful","negative",2,1,19
"arrogant","negative",2,1,19
"inefficient","negative",2,1,19
"greedy","negative",2,1,19
"vain","negative",2,1,19
"negligent","negative",2,1,19
"insensitive","negative",2,1,19
"immoral","negative",2,1,19
"wasteful","negative",2,1,19
"unkind","negative",2,1,19
"sluggish","negative",2,1,19
"tiresome","negative",2,1,19
"sinful","negative",2,1,19
"unsympathetic","negative",2,1,19
"antagonistic","negative",2,1,19
"manipulative","negative",2,1,19
"cowardly","negative",2,1,19
"obnoxious","negative",2,1,19
"intolerant","negative",2,1,19
"able","positive",2,1,19
"strong","positive",2,1,19
"original","positive",2,1,19
"independent","positive",2,1,19
"understanding","positive",2,1,19
"fair","positive",2,1,19
"beautiful","positive",2,1,19
"patient","positive",2,1,19
"pretty","positive",2,1,19
"healthy","positive",2,1,19
"brilliant","positive",2,1,19
"outstanding","positive",2,1,19
"generous","positive",2,1,19
"modest","positive",2,1,19
"wise","positive",2,1,19
"romantic","positive",2,1,19
"composed","positive",2,1,19
"intelligent","positive",2,1,19
"lively","positive",2,1,19
"loyal","positive",2,1,19
"respectable","positive",2,1,19
"cheerful","positive",2,1,19
"glorious","positive",2,1,19
"faithful","positive",2,1,19
"daring","positive",2,1,19
"merry","positive",2,1,19
"triumphant","positive",2,1,19
"youthful","positive",2,1,19
"sincere","positive",2,1,19
"admirable","positive",2,1,19
"guilty","negative",2,2,19
"weak","negative",2,2,19
"evil","negative",2,2,19
"violent","negative",2,2,19
"controlling","negative",2,2,19
"unhappy","negative",2,2,19
"nasty","negative",2,2,19
"withdrawn","negative",2,2,19
"offensive","negative",2,2,19
"dreadful","negative",2,2,19
"toxic","negative",2,2,19
"rude","negative",2,2,19
"ignorant","negative",2,2,19
"gloomy","negative",2,2,19
"bland","negative",2,2,19
"corrupt","negative",2,2,19
"tortured","negative",2,2,19
"irrational","negative",2,2,19
"volatile","negative",2,2,19
"discouraged","negative",2,2,19
"immature","negative",2,2,19
"insane","negative",2,2,19
"flawed","negative",2,2,19
"malicious","negative",2,2,19
"irritable","negative",2,2,19
"smug","negative",2,2,19
"prejudiced","negative",2,2,19
"unproductive","negative",2,2,19
"vindictive","negative",2,2,19
