"word","valence_condition","set","run","seed"
"boring","negative",1,1,22
"wicked","negative",1,1,22
"mean","negative",1,1,22
"stupid","negative",1,1,22
"vicious","negative",1,1,22
"hostile","negative",1,1,22
"angry","negative",1,1,22
"lonely","negative",1,1,22
"troubled","negative",1,1,22
"inadequate","negative",1,1,22
"ugly","negative",1,1,22
"foul","negative",1,1,22
"incompetent","negative",1,1,22
"reckless","negative",1,1,22
"unwise","negative",1,1,22
"lazy","negative",1,1,22
"irresponsible","negative",1,1,22
"unreliable","negative",1,1,22
"irritating","negative",1,1,22
"unskilled","negative",1,1,22
"ruthless","negative",1,1,22
"pessimistic","negative",1,1,22
"sour","negative",1,1,22
"untidy","negative",1,1,22
"self-conscious","negative",1,1,22
"unhealthy","negative",1,1,22
"unfaithful","negative",1,1,22
"unruly","negative",1,1,22
"lifeless","negative",1,1,22
"dreary","negative",1,1,22
"fun","positive",1,1,22
"friendly","positive",1,1,22
"interesting","positive",1,1,22
"social","positive",1,1,22
"proud","positive",1,1,22
"sweet","positive",1,1,22
"loved","positive",1,1,22
"perfect","positive",1,1,22
"efficient","positive",1,1,22
"satisfied","positive",1,1,22
"creative","positive",1,1,22
"productive","positive",1,1,22
"ambitious","positive",1,1,22
"pleasant","positive",1,1,22
"peaceful","positive",1,1,22
"reliable","positive",1,1,22
"accurate","positive",1,1,22
"engaged","positive",1,1,22
"precious","positive",1,1,22
"devoted","positive",1,1,22
"imaginative","positive",1,1,22
"talented","positive",1,1,22
"humble","positive",1,1,22
"optimistic","positive",1,1,22
"mighty","positive",1,1,22
"terrific","positive",1,1,22
"charitable","positive",1,1,22
"amusing","positive",1,1,22
"orderly","positive",1,1,22
"decisive","positive",1,1,22
"shallow","negative",1,2,22
"rejected","negative",1,2,22
"depressed","negative",1,2,22
"harsh","negative",1,2,22
"bitter","negative",1,2,22
"disturbed","negative",1,2,22
"sad","negative",1,2,22
"detached","negative",1,2,22
"annoying","negative",1,2,22
"helpless","negative",1,2,22
"selfish","negative",1,2,22
"inconsistent","negative",1,2,22
"careless","negative",1,2,22
"hopeless","negative",1,2,22
"unjust","negative",1,2,22
"dishonest","negative",1,2,22
"moody","negative",1,2,22
