"word","valence_condition","set","run","seed"
"guilty","negative",2,1,27
"controlling","negative",2,1,27
"unhappy","negative",2,1,27
"nasty","negative",2,1,27
"offensive","negative",2,1,27
"useless","negative",2,1,27
"rude","negative",2,1,27
"rotten","negative",2,1,27
"fearful","negative",2,1,27
"gloomy","negative",2,1,27
"arrogant","negative",2,1,27
"bland","negative",2,1,27
"tortured","negative",2,1,27
"greedy","negative",2,1,27
"flawed","negative",2,1,27
"vain","negative",2,1,27
"negligent","negative",2,1,27
"irritable","negative",2,1,27
"insensitive","negative",2,1,27
"wasteful","negative",2,1,27
"smug","negative",2,1,27
"unkind","negative",2,1,27
"tiresome","negative",2,1,27
"unproductive","negative",2,1,27
"sinful","negative",2,1,27
"cowardly","negative",2,1,27
"obnoxious","negative",2,1,27
"vindictive","negative",2,1,27
"spiteful","negative",2,1,27
"intolerant","negative",2,1,27
"open","positive",2,1,27
"original","positive",2,1,27
"fair","positive",2,1,27
"patient","positive",2,1,27
"reasonable","positive",2,1,27
"brilliant","positive",2,1,27
"helpful","positive",2,1,27
"consistent","positive",2,1,27
"intellectual","positive",2,1,27
"calm","positive",2,1,27
"sophisticated","positive",2,1,27
"generous","positive",2,1,27
"modest","positive",2,1,27
"wise","positive",2,1,27
"romantic","positive",2,1,27
"composed","positive",2,1,27
"mature","positive",2,1,27
"intelligent","positive",2,1,27
"skilled","positive",2,1,27
"neat","positive",2,1,27
"tender","positive",2,1,27
"lively","positive",2,1,27
"enthusiastic","positive",2,1,27
"charming","positive",2,1,27
"energetic","positive",2,1,27
"merry","positive",2,1,27
"youthful","positive",2,1,27
"sincere","positive",2,1,27
"admirable","positive",2,1,27
"disciplined","positive",2,1,27
"bad","negative",2,2,27
"cold","negative",2,2,27
"terrible","negative",2,2,27
"weak","negative",2,2,27
"awful","negative",2,2,27
"evil","negative",2,2,27
"violent","negative",2,2,27
"dull","negative",2,2,27
"withdrawn","negative",2,2,27
"dreadful","negative",2,2,27
"cruel","negative",2,2,27
"unpleasant","negative",2,2,27
"toxic","negative",2,2,27
"petty","negative",2,2,27
"cynical","negative",2,2,27
"ignorant","negative",2,2,27
"corrupt","negative",2,2,27
"inefficient","negative",2,2,27
"irrational","negative",2,2,27
"volatile","negative",2,2,27
"discouraged","negative",2,2,27
"immature","negative",2,2,27
"insane","negative",2,2,27
"malicious","negative",2,2,27
"immoral","negative",2,2,27
"prejudiced","negative",2,2,27
"sluggish","negative",2,2,27
"unsympathetic","negative",2,2,27
"antagonistic","negative",2,2,27
"manipulative","negative",2,2,27
"good","positive",2,2,27
"able","positive",2,2,27
"kind","positive",2,2,27
"strong","positive",2,2,27
"nice","positive",2,2,27
"independent","positive",2,2,27
"understanding","positive",2,2,27
"responsible","positive",2,2,27
"beautiful","positive",2,2,27
"pretty","positive",2,2,27
"bright","positive",2,2,27
"healthy","positive",2,2,27
"outstanding","positive",2,2,27
"gentle","positive",2,2,27
"elegant","positive",2,2,27
"sympathetic","positive",2,2,27
"loyal","positive",2,2,27
"respectable","positive",2,2,27
"cheerful","positive",2,2,27
"glorious","positive",2,2,27
"tidy","positive",2,2,27
"faithful","positive",2,2,27
"innovative","positive",2,2,27
"sunny","positive",2,2,27
"jolly","positive",2,2,27
"prompt","positive",2,2,27
"daring","positive",2,2,27
"thoughtful","positive",2,2,27
"outgoing","positive",2,2,27
"triumphant","positive",2,2,27
"shallow","negative",1,3,27
"mean","negative",1,3,27
"rejected","negative",1,3,27
"vicious","negative",1,3,27
"harsh","negative",1,3,27
"bitter","negative",1,3,27
"angry","negative",1,3,27
"disturbed","negative",1,3,27
"troubled","negative",1,3,27
"inadequate","negative",1,3,27
"sad","negative",1,3,27
"foul","negative",1,3,27
"detached","negative",1,3,27
"annoying","negative",1,3,27
"lazy","negative",1,3,27
"careless","negative",1,3,27
"hopeless","negative",1,3,27
"dishonest","negative",1,3,27
"ruthless","negative",1,3,27
"pessimistic","negative",1,3,27
"self-conscious","negative",1,3,27
"anguished","negative",1,3,27
"resentful","negative",1,3,27
"unhealthy","negative",1,3,27
"sloppy","negative",1,3,27
"unfriendly","negative",1,3,27
"abusing","negative",1,3,27
"abusive","negative",1,3,27
"possessive","negative",1,3,27
"lifeless","negative",1,3,27
"fun","positive",1,3,27
"interesting","positive",1,3,27
"secure","positive",1,3,27
"experienced","positive",1,3,27
"proud","positive",1,3,27
"lucky","positive",1,3,27
"loved","positive",1,3,27
"active","positive",1,3,27
"warm","positive",1,3,27
"useful","positive",1,3,27
"satisfied","positive",1,3,27
"honest","positive",1,3,27
"brave","positive",1,3,27
"pleasant","positive",1,3,27
"smart","positive",1,3,27
"accurate","positive",1,3,27
"curious","positive",1,3,27
"flexible","positive",1,3,27
"thorough","positive",1,3,27
"imaginative","positive",1,3,27
"competent","positive",1,3,27
"expressive","positive",1,3,27
"optimistic","positive",1,3,27
"mighty","positive",1,3,27
"terrific","positive",1,3,27
"charitable","positive",1,3,27
"amusing","positive",1,3,27
"ethical","positive",1,3,27
"orderly","positive",1,3,27
"decisive","positive",1,3,27
"boring","negative",1,4,27
"wicked","negative",1,4,27
"stupid","negative",1,4,27
"depressed","negative",1,4,27
"hostile","negative",1,4,27
"lonely","negative",1,4,27
"ugly","negative",1,4,27
"helpless","negative",1,4,27
"selfish","negative",1,4,27
"inconsistent","negative",1,4,27
"incompetent","negative",1,4,27
"reckless","negative",1,4,27
"unwise","negative",1,4,27
"irresponsible","negative",1,4,27
"unjust","negative",1,4,27
"unreliable","negative",1,4,27
"irritating","negative",1,4,27
"unskilled","negative",1,4,27
"sour","negative",1,4,27
"untidy","negative",1,4,27
"moody","negative",1,4,27
"envious","negative",1,4,27
"ungrateful","negative",1,4,27
"heartless","negative",1,4,27
"deceptive","negative",1,4,27
"morbid","negative",1,4,27
"unfaithful","negative",1,4,27
"unruly","negative",1,4,27
"impractical","negative",1,4,27
"dreary","negative",1,4,27
"friendly","positive",1,4,27
"positive","positive",1,4,27
"happy","positive",1,4,27
"capable","positive",1,4,27
"social","positive",1,4,27
"sweet","positive",1,4,27
"confident","positive",1,4,27
"perfect","positive",1,4,27
"efficient","positive",1,4,27
"creative","positive",1,4,27
"productive","positive",1,4,27
"ambitious","positive",1,4,27
"clever","positive",1,4,27
"peaceful","positive",1,4,27
"reliable","positive",1,4,27
"engaged","positive",1,4,27
"organized","positive",1,4,27
"precious","positive",1,4,27
"devoted","positive",1,4,27
"handsome","positive",1,4,27
"grateful","positive",1,4,27
"sensible","positive",1,4,27
"talented","positive",1,4,27
"versatile","positive",1,4,27
"polite","positive",1,4,27
"humble","positive",1,4,27
"cooperative","positive",1,4,27
"hopeful","positive",1,4,27
"fashionable","positive",1,4,27
"entertaining","positive",1,4,27
