"word","valence_condition","set","run","seed"
"cold","negative",2,1,15
"terrible","negative",2,1,15
"guilty","negative",2,1,15
"violent","negative",2,1,15
"unhappy","negative",2,1,15
"dull","negative",2,1,15
"nasty","negative",2,1,15
"offensive","negative",2,1,15
"unpleasant","negative",2,1,15
"rotten","negative",2,1,15
"cynical","negative",2,1,15
"fearful","negative",2,1,15
"gloomy","negative",2,1,15
"corrupt","negative",2,1,15
"irrational","negative",2,1,15
"discouraged","negative",2,1,15
"immature","negative",2,1,15
"insane","negative",2,1,15
"flawed","negative",2,1,15
"vain","negative",2,1,15
"irritable","negative",2,1,15
"insensitive","negative",2,1,15
"prejudiced","negative",2,1,15
"unkind","negative",2,1,15
"tiresome","negative",2,1,15
"unproductive","negative",2,1,15
"sinful","negative",2,1,15
"unsympathetic","negative",2,1,15
"antagonistic","negative",2,1,15
"cowardly","negative",2,1,15
"open","positive",2,1,15
"original","positive",2,1,15
"understanding","positive",2,1,15
"responsible","positive",2,1,15
"bright","positive",2,1,15
"healthy","positive",2,1,15
"helpful","positive",2,1,15
"consistent","positive",2,1,15
"intellectual","positive",2,1,15
"outstanding","positive",2,1,15
"calm","positive",2,1,15
"sophisticated","positive",2,1,15
"modest","positive",2,1,15
"romantic","positive",2,1,15
"skilled","positive",2,1,15
"neat","positive",2,1,15
"tender","positive",2,1,15
"sympathetic","positive",2,1,15
"lively","positive",2,1,15
"cheerful","positive",2,1,15
"tidy","positive",2,1,15
"innovative","positive",2,1,15
"sunny","positive",2,1,15
"jolly","positive",2,1,15
"energetic","positive",2,1,15
"thoughtful","positive",2,1,15
"outgoing","positive",2,1,15
"merry","positive",2,1,15
"triumphant","positive",2,1,15
"admirable","positive",2,1,15
"bad","negative",2,2,15
"weak","negative",2,2,15
"awful","negative",2,2,15
"evil","negative",2,2,15
"controlling","negative",2,2,15
"withdrawn","negative",2,2,15
"dreadful","negative",2,2,15
"cruel","negative",2,2,15
"useless","negative",2,2,15
"toxic","negative",2,2,15
"rude","negative",2,2,15
"petty","negative",2,2,15
"ignorant","negative",2,2,15
"arrogant","negative",2,2,15
"bland","negative",2,2,15
"inefficient","negative",2,2,15
"tortured","negative",2,2,15
"volatile","negative",2,2,15
"greedy","negative",2,2,15
"negligent","negative",2,2,15
"malicious","negative",2,2,15
"immoral","negative",2,2,15
"wasteful","negative",2,2,15
"smug","negative",2,2,15
"sluggish","negative",2,2,15
"manipulative","negative",2,2,15
"obnoxious","negative",2,2,15
"vindictive","negative",2,2,15
"spiteful","negative",2,2,15
"intolerant","negative",2,2,15
"good","positive",2,2,15
"able","positive",2,2,15
"kind","positive",2,2,15
"strong","positive",2,2,15
"nice","positive",2,2,15
"independent","positive",2,2,15
"fair","positive",2,2,15
"beautiful","positive",2,2,15
"patient","positive",2,2,15
"pretty","positive",2,2,15
"reasonable","positive",2,2,15
"brilliant","positive",2,2,15
"gentle","positive",2,2,15
"generous","positive",2,2,15
"wise","positive",2,2,15
"composed","positive",2,2,15
"mature","positive",2,2,15
"intelligent","positive",2,2,15
"elegant","positive",2,2,15
"enthusiastic","positive",2,2,15
"charming","positive",2,2,15
"loyal","positive",2,2,15
"respectable","positive",2,2,15
"glorious","positive",2,2,15
"faithful","positive",2,2,15
"prompt","positive",2,2,15
"daring","positive",2,2,15
"youthful","positive",2,2,15
"sincere","positive",2,2,15
"disciplined","positive",2,2,15
"vicious","negative",1,3,15
"harsh","negative",1,3,15
"hostile","negative",1,3,15
"angry","negative",1,3,15
"disturbed","negative",1,3,15
"sad","negative",1,3,15
"ugly","negative",1,3,15
"detached","negative",1,3,15
"annoying","negative",1,3,15
"helpless","negative",1,3,15
"unwise","negative",1,3,15
"lazy","negative",1,3,15
"careless","negative",1,3,15
"irresponsible","negative",1,3,15
"unjust","negative",1,3,15
"dishonest","negative",1,3,15
"unskilled","negative",1,3,15
"pessimistic","negative",1,3,15
"untidy","negative",1,3,15
"moody","negative",1,3,15
"self-conscious","negative",1,3,15
"anguished","negative",1,3,15
"unhealthy","negative",1,3,15
"sloppy","negative",1,3,15
"ungrateful","negative",1,3,15
"heartless","negative",1,3,15
"abusing","negative",1,3,15
"deceptive","negative",1,3,15
"unruly","negative",1,3,15
"dreary","negative",1,3,15
"fun","positive",1,3,15
"positive","positive",1,3,15
"happy","positive",1,3,15
"capable","positive",1,3,15
"secure","positive",1,3,15
"experienced","positive",1,3,15
"proud","positive",1,3,15
"sweet","positive",1,3,15
"lucky","positive",1,3,15
"loved","positive",1,3,15
"active","positive",1,3,15
"perfect","positive",1,3,15
"warm","positive",1,3,15
"honest","positive",1,3,15
"brave","positive",1,3,15
"pleasant","positive",1,3,15
"peaceful","positive",1,3,15
"engaged","positive",1,3,15
"organized","positive",1,3,15
"curious","positive",1,3,15
"flexible","positive",1,3,15
"imaginative","positive",1,3,15
"expressive","positive",1,3,15
"humble","positive",1,3,15
"amusing","positive",1,3,15
"hopeful","positive",1,3,15
"fashionable","positive",1,3,15
"ethical","positive",1,3,15
"orderly","positive",1,3,15
"decisive","positive",1,3,15
"shallow","negative",1,4,15
"boring","negative",1,4,15
"wicked","negative",1,4,15
"mean","negative",1,4,15
"stupid","negative",1,4,15
"rejected","negative",1,4,15
"depressed","negative",1,4,15
"bitter","negative",1,4,15
"lonely","negative",1,4,15
"troubled","negative",1,4,15
"inadequate","negative",1,4,15
"foul","negative",1,4,15
"selfish","negative",1,4,15
"inconsistent","negative",1,4,15
"incompetent","negative",1,4,15
"reckless","negative",1,4,15
"hopeless","negative",1,4,15
"unreliable","negative",1,4,15
"irritating","negative",1,4,15
"ruthless","negative",1,4,15
"sour","negative",1,4,15
"envious","negative",1,4,15
"resentful","negative",1,4,15
"unfriendly","negative",1,4,15
"morbid","negative",1,4,15
"unfaithful","negative",1,4,15
"abusive","negative",1,4,15
"possessive","negative",1,4,15
"impractical","negative",1,4,15
"lifeless","negative",1,4,15
"friendly","positive",1,4,15
"interesting","positive",1,4,15
"social","positive",1,4,15
"confident","positive",1,4,15
"efficient","positive",1,4,15
"useful","positive",1,4,15
"satisfied","positive",1,4,15
"creative","positive",1,4,15
"productive","positive",1,4,15
"ambitious","positive",1,4,15
"clever","positive",1,4,15
"smart","positive",1,4,15
"reliable","positive",1,4,15
"accurate","positive",1,4,15
"precious","positive",1,4,15
"devoted","positive",1,4,15
"handsome","positive",1,4,15
"grateful","positive",1,4,15
"sensible","positive",1,4,15
"thorough","positive",1,4,15
"competent","positive",1,4,15
"talented","positive",1,4,15
"versatile","positive",1,4,15
"polite","positive",1,4,15
"optimistic","positive",1,4,15
"mighty","positive",1,4,15
"terrific","positive",1,4,15
"charitable","positive",1,4,15
"cooperative","positive",1,4,15
"entertaining","positive",1,4,15
