"word","valence_condition","set","run","seed"
"shallow","negative",1,1,98
"mean","negative",1,1,98
"rejected","negative",1,1,98
"depressed","negative",1,1,98
"harsh","negative",1,1,98
"hostile","negative",1,1,98
"lonely","negative",1,1,98
"disturbed","negative",1,1,98
"inadequate","negative",1,1,98
"sad","negative",1,1,98
"foul","negative",1,1,98
"detached","negative",1,1,98
"inconsistent","negative",1,1,98
"incompetent","negative",1,1,98
"unwise","negative",1,1,98
"careless","negative",1,1,98
"irresponsible","negative",1,1,98
"dishonest","negative",1,1,98
"unskilled","negative",1,1,98
"ruthless","negative",1,1,98
"moody","negative",1,1,98
"resentful","negative",1,1,98
"unhealthy","negative",1,1,98
"ungrateful","negative",1,1,98
"morbid","negative",1,1,98
"unruly","negative",1,1,98
"possessive","negative",1,1,98
"impractical","negative",1,1,98
"lifeless","negative",1,1,98
"dreary","negative",1,1,98
"fun","positive",1,1,98
"friendly","positive",1,1,98
"happy","positive",1,1,98
"secure","positive",1,1,98
"experienced","positive",1,1,98
"proud","positive",1,1,98
"active","positive",1,1,98
"perfect","positive",1,1,98
"efficient","positive",1,1,98
"satisfied","positive",1,1,98
"creative","positive",1,1,98
"productive","positive",1,1,98
"brave","positive",1,1,98
"clever","positive",1,1,98
"pleasant","positive",1,1,98
"smart","positive",1,1,98
"accurate","positive",1,1,98
"engaged","positive",1,1,98
"organized","positive",1,1,98
"devoted","positive",1,1,98
"handsome","positive",1,1,98
"grateful","positive",1,1,98
"thorough","positive",1,1,98
"imaginative","positive",1,1,98
"competent","positive",1,1,98
"humble","positive",1,1,98
"optimistic","positive",1,1,98
"terrific","positive",1,1,98
"entertaining","positive",1,1,98
"decisive","positive",1,1,98
"boring","negative",1,2,98
"wicked","negative",1,2,98
"stupid","negative",1,2,98
"vicious","negative",1,2,98
"bitter","negative",1,2,98
"angry","negative",1,2,98
"troubled","negative",1,2,98
"ugly","negative",1,2,98
"annoying","negative",1,2,98
"helpless","negative",1,2,98
"selfish","negative",1,2,98
"reckless","negative",1,2,98
"lazy","negative",1,2,98
"hopeless","negative",1,2,98
"unjust","negative",1,2,98
"unreliable","negative",1,2,98
"irritating","negative",1,2,98
"pessimistic","negative",1,2,98
"sour","negative",1,2,98
"untidy","negative",1,2,98
"self-conscious","negative",1,2,98
"envious","negative",1,2,98
"anguished","negative",1,2,98
"sloppy","negative",1,2,98
"heartless","negative",1,2,98
"unfriendly","negative",1,2,98
"abusing","negative",1,2,98
"deceptive","negative",1,2,98
"unfaithful","negative",1,2,98
"abusive","negative",1,2,98
"interesting","positive",1,2,98
"positive","positive",1,2,98
"capable","positive",1,2,98
"social","positive",1,2,98
"sweet","positive",1,2,98
"lucky","positive",1,2,98
"loved","positive",1,2,98
"confident","positive",1,2,98
"warm","positive",1,2,98
"useful","positive",1,2,98
"honest","positive",1,2,98
"ambitious","positive",1,2,98
"peaceful","positive",1,2,98
"reliable","positive",1,2,98
"precious","positive",1,2,98
"curious","positive",1,2,98
"flexible","positive",1,2,98
"sensible","positive",1,2,98
"talented","positive",1,2,98
"versatile","positive",1,2,98
"polite","positive",1,2,98
"expressive","positive",1,2,98
"mighty","positive",1,2,98
"charitable","positive",1,2,98
"amusing","positive",1,2,98
"cooperative","positive",1,2,98
"hopeful","positive",1,2,98
"fashionable","positive",1,2,98
"ethical","positive",1,2,98
"orderly","positive",1,2,98
"awful","negative",2,3,98
"evil","negative",2,3,98
"violent","negative",2,3,98
"unhappy","negative",2,3,98
"dull","negative",2,3,98
"nasty","negative",2,3,98
"cruel","negative",2,3,98
"useless","negative",2,3,98
"petty","negative",2,3,98
"rotten","negative",2,3,98
"ignorant","negative",2,3,98
"fearful","negative",2,3,98
"corrupt","negative",2,3,98
"tortured","negative",2,3,98
"volatile","negative",2,3,98
"greedy","negative",2,3,98
"insane","negative",2,3,98
"flawed","negative",2,3,98
"vain","negative",2,3,98
"negligent","negative",2,3,98
"immoral","negative",2,3,98
"wasteful","negative",2,3,98
"smug","negative",2,3,98
"sluggish","negative",2,3,98
"unsympathetic","negative",2,3,98
"antagonistic","negative",2,3,98
"manipulative","negative",2,3,98
"obnoxious","negative",2,3,98
"vindictive","negative",2,3,98
"spiteful","negative",2,3,98
"good","positive",2,3,98
"able","positive",2,3,98
"open","positive",2,3,98
"nice","positive",2,3,98
"responsible","positive",2,3,98
"beautiful","positive",2,3,98
"patient","positive",2,3,98
"reasonable","positive",2,3,98
"bright","positive",2,3,98
"healthy","positive",2,3,98
"consistent","positive",2,3,98
"intellectual","positive",2,3,98
"outstanding","positive",2,3,98
"generous","positive",2,3,98
"composed","positive",2,3,98
"skilled","positive",2,3,98
"elegant","positive",2,3,98
"sympathetic","positive",2,3,98
"charming","positive",2,3,98
"respectable","positive",2,3,98
"cheerful","positive",2,3,98
"tidy","positive",2,3,98
"innovative","positive",2,3,98
"jolly","positive",2,3,98
"energetic","positive",2,3,98
"outgoing","positive",2,3,98
"triumphant","positive",2,3,98
"youthful","positive",2,3,98
"sincere","positive",2,3,98
"admirable","positive",2,3,98
"bad","negative",2,4,98
"cold","negative",2,4,98
"terrible","negative",2,4,98
"guilty","negative",2,4,98
"weak","negative",2,4,98
"controlling","negative",2,4,98
"withdrawn","negative",2,4,98
"offensive","negative",2,4,98
"dreadful","negative",2,4,98
"unpleasant","negative",2,4,98
"toxic","negative",2,4,98
"rude","negative",2,4,98
"cynical","negative",2,4,98
"gloomy","negative",2,4,98
"arrogant","negative",2,4,98
"bland","negative",2,4,98
"inefficient","negative",2,4,98
"irrational","negative",2,4,98
"discouraged","negative",2,4,98
"immature","negative",2,4,98
"malicious","negative",2,4,98
"irritable","negative",2,4,98
"insensitive","negative",2,4,98
"prejudiced","negative",2,4,98
"unkind","negative",2,4,98
"tiresome","negative",2,4,98
"unproductive","negative",2,4,98
"sinful","negative",2,4,98
"cowardly","negative",2,4,98
"intolerant","negative",2,4,98
"kind","positive",2,4,98
"strong","positive",2,4,98
"original","positive",2,4,98
"independent","positive",2,4,98
"understanding","positive",2,4,98
"fair","positive",2,4,98
"pretty","positive",2,4,98
"brilliant","positive",2,4,98
"helpful","positive",2,4,98
"calm","positive",2,4,98
"gentle","positive",2,4,98
"sophisticated","positive",2,4,98
"modest","positive",2,4,98
"wise","positive",2,4,98
"romantic","positive",2,4,98
"mature","positive",2,4,98
"intelligent","positive",2,4,98
"neat","positive",2,4,98
"tender","positive",2,4,98
"lively","positive",2,4,98
"enthusiastic","positive",2,4,98
"loyal","positive",2,4,98
"glorious","positive",2,4,98
"faithful","positive",2,4,98
"sunny","positive",2,4,98
"prompt","positive",2,4,98
"daring","positive",2,4,98
"thoughtful","positive",2,4,98
"merry","positive",2,4,98
"disciplined","positive",2,4,98
