"word","valence_condition","set","run","seed"
"terrible","negative",2,1,21
"guilty","negative",2,1,21
"weak","negative",2,1,21
"awful","negative",2,1,21
"evil","negative",2,1,21
"unhappy","negative",2,1,21
"dull","negative",2,1,21
"nasty","negative",2,1,21
"offensive","negative",2,1,21
"cruel","negative",2,1,21
"useless","negative",2,1,21
"unpleasant","negative",2,1,21
"ignorant","negative",2,1,21
"gloomy","negative",2,1,21
"bland","negative",2,1,21
"corrupt","negative",2,1,21
"greedy","negative",2,1,21
"discouraged","negative",2,1,21
"immature","negative",2,1,21
"insane","negative",2,1,21
"vain","negative",2,1,21
"malicious","negative",2,1,21
"wasteful","negative",2,1,21
"prejudiced","negative",2,1,21
"unkind","negative",2,1,21
"sluggish","negative",2,1,21
"tiresome","negative",2,1,21
"antagonistic","negative",2,1,21
"obnoxious","negative",2,1,21
"vindictive","negative",2,1,21
"good","positive",2,1,21
"open","positive",2,1,21
"nice","positive",2,1,21
"independent","positive",2,1,21
"responsible","positive",2,1,21
"beautiful","positive",2,1,21
"patient","positive",2,1,21
"helpful","positive",2,1,21
"consistent","positive",2,1,21
"calm","positive",2,1,21
"sophisticated","positive",2,1,21
"generous","positive",2,1,21
"wise","positive",2,1,21
"romantic","positive",2,1,21
"mature","positive",2,1,21
"intelligent","positive",2,1,21
"neat","positive",2,1,21
"tender","positive",2,1,21
"sympathetic","positive",2,1,21
"loyal","positive",2,1,21
"respectable","positive",2,1,21
"glorious","positive",2,1,21
"tidy","positive",2,1,21
"sunny","positive",2,1,21
"daring","positive",2,1,21
"outgoing","positive",2,1,21
"merry","positive",2,1,21
"sincere","positive",2,1,21
"admirable","positive",2,1,21
"disciplined","positive",2,1,21
"bad","negative",2,2,21
"cold","negative",2,2,21
"violent","negative",2,2,21
"controlling","negative",2,2,21
"withdrawn","negative",2,2,21
"dreadful","negative",2,2,21
"toxic","negative",2,2,21
"rude","negative",2,2,21
"petty","negative",2,2,21
"rotten","negative",2,2,21
"cynical","negative",2,2,21
"fearful","negative",2,2,21
"arrogant","negative",2,2,21
"inefficient","negative",2,2,21
"tortured","negative",2,2,21
"irrational","negative",2,2,21
"volatile","negative",2,2,21
"flawed","negative",2,2,21
"negligent","negative",2,2,21
"irritable","negative",2,2,21
"insensitive","negative",2,2,21
"immoral","negative",2,2,21
"smug","negative",2,2,21
"unproductive","negative",2,2,21
"sinful","negative",2,2,21
"unsympathetic","negative",2,2,21
"manipulative","negative",2,2,21
"cowardly","negative",2,2,21
"spiteful","negative",2,2,21
"intolerant","negative",2,2,21
"able","positive",2,2,21
"kind","positive",2,2,21
"strong","positive",2,2,21
"original","positive",2,2,21
"understanding","positive",2,2,21
"fair","positive",2,2,21
"pretty","positive",2,2,21
"reasonable","positive",2,2,21
"bright","positive",2,2,21
"healthy","positive",2,2,21
"brilliant","positive",2,2,21
"intellectual","positive",2,2,21
"outstanding","positive",2,2,21
"gentle","positive",2,2,21
"modest","positive",2,2,21
"composed","positive",2,2,21
"skilled","positive",2,2,21
