"word","valence_condition","set","run","seed"
"wicked","negative",1,1,38
"rejected","negative",1,1,38
"vicious","negative",1,1,38
"depressed","negative",1,1,38
"harsh","negative",1,1,38
"bitter","negative",1,1,38
"lonely","negative",1,1,38
"disturbed","negative",1,1,38
"sad","negative",1,1,38
"ugly","negative",1,1,38
"foul","negative",1,1,38
"helpless","negative",1,1,38
"selfish","negative",1,1,38
"incompetent","negative",1,1,38
"reckless","negative",1,1,38
"lazy","negative",1,1,38
"hopeless","negative",1,1,38
"pessimistic","negative",1,1,38
"sour","negative",1,1,38
"moody","negative",1,1,38
"envious","negative",1,1,38
"resentful","negative",1,1,38
"unhealthy","negative",1,1,38
"ungrateful","negative",1,1,38
"heartless","negative",1,1,38
"unfriendly","negative",1,1,38
"deceptive","negative",1,1,38
"possessive","negative",1,1,38
"impractical","negative",1,1,38
"lifeless","negative",1,1,38
"fun","positive",1,1,38
"friendly","positive",1,1,38
"secure","positive",1,1,38
"lucky","positive",1,1,38
"loved","positive",1,1,38
"active","positive",1,1,38
"confident","positive",1,1,38
"useful","positive",1,1,38
"honest","positive",1,1,38
"productive","positive",1,1,38
"brave","positive",1,1,38
"clever","positive",1,1,38
"pleasant","positive",1,1,38
"peaceful","positive",1,1,38
"smart","positive",1,1,38
"reliable","positive",1,1,38
"organized","positive",1,1,38
"devoted","positive",1,1,38
"curious","positive",1,1,38
"grateful","positive",1,1,38
"flexible","positive",1,1,38
"sensible","positive",1,1,38
"imaginative","positive",1,1,38
"polite","positive",1,1,38
"mighty","positive",1,1,38
"amusing","positive",1,1,38
"hopeful","positive",1,1,38
"ethical","positive",1,1,38
"orderly","positive",1,1,38
"decisive","positive",1,1,38
"shallow","negative",1,2,38
"boring","negative",1,2,38
"mean","negative",1,2,38
"stupid","negative",1,2,38
"hostile","negative",1,2,38
"angry","negative",1,2,38
"troubled","negative",1,2,38
"inadequate","negative",1,2,38
"detached","negative",1,2,38
"annoying","negative",1,2,38
"inconsistent","negative",1,2,38
"unwise","negative",1,2,38
"careless","negative",1,2,38
"irresponsible","negative",1,2,38
"unjust","negative",1,2,38
"unreliable","negative",1,2,38
"dishonest","negative",1,2,38
"irritating","negative",1,2,38
"unskilled","negative",1,2,38
"ruthless","negative",1,2,38
"untidy","negative",1,2,38
"self-conscious","negative",1,2,38
"anguished","negative",1,2,38
"sloppy","negative",1,2,38
"abusing","negative",1,2,38
"morbid","negative",1,2,38
"unfaithful","negative",1,2,38
"abusive","negative",1,2,38
"unruly","negative",1,2,38
"dreary","negative",1,2,38
"interesting","positive",1,2,38
"positive","positive",1,2,38
"happy","positive",1,2,38
"capable","positive",1,2,38
"social","positive",1,2,38
"experienced","positive",1,2,38
"proud","positive",1,2,38
"sweet","positive",1,2,38
"perfect","positive",1,2,38
"warm","positive",1,2,38
"efficient","positive",1,2,38
"satisfied","positive",1,2,38
"creative","positive",1,2,38
"ambitious","positive",1,2,38
"accurate","positive",1,2,38
"engaged","positive",1,2,38
"precious","positive",1,2,38
"handsome","positive",1,2,38
"thorough","positive",1,2,38
"competent","positive",1,2,38
"talented","positive",1,2,38
"versatile","positive",1,2,38
"expressive","positive",1,2,38
"humble","positive",1,2,38
"optimistic","positive",1,2,38
"terrific","positive",1,2,38
"charitable","positive",1,2,38
"cooperative","positive",1,2,38
"fashionable","positive",1,2,38
"entertaining","positive",1,2,38
"bad","negative",2,3,38
"terrible","negative",2,3,38
"awful","negative",2,3,38
"evil","negative",2,3,38
"controlling","negative",2,3,38
"dull","negative",2,3,38
"withdrawn","negative",2,3,38
"cruel","negative",2,3,38
"rude","negative",2,3,38
"rotten","negative",2,3,38
"arrogant","negative",2,3,38
"bland","negative",2,3,38
"corrupt","negative",2,3,38
"inefficient","negative",2,3,38
"tortured","negative",2,3,38
"irrational","negative",2,3,38
"volatile","negative",2,3,38
"greedy","negative",2,3,38
"immature","negative",2,3,38
"flawed","negative",2,3,38
"malicious","negative",2,3,38
"wasteful","negative",2,3,38
"smug","negative",2,3,38
"prejudiced","negative",2,3,38
"sluggish","negative",2,3,38
"sinful","negative",2,3,38
"manipulative","negative",2,3,38
"cowardly","negative",2,3,38
"vindictive","negative",2,3,38
"intolerant","negative",2,3,38
"good","positive",2,3,38
"open","positive",2,3,38
"kind","positive",2,3,38
"nice","positive",2,3,38
"responsible","positive",2,3,38
"fair","positive",2,3,38
"beautiful","positive",2,3,38
"patient","positive",2,3,38
"pretty","positive",2,3,38
"bright","positive",2,3,38
"healthy","positive",2,3,38
"consistent","positive",2,3,38
"intellectual","positive",2,3,38
"calm","positive",2,3,38
"modest","positive",2,3,38
"wise","positive",2,3,38
"mature","positive",2,3,38
"neat","positive",2,3,38
"enthusiastic","positive",2,3,38
"loyal","positive",2,3,38
"glorious","positive",2,3,38
"tidy","positive",2,3,38
"faithful","positive",2,3,38
"jolly","positive",2,3,38
"prompt","positive",2,3,38
"daring","positive",2,3,38
"thoughtful","positive",2,3,38
"outgoing","positive",2,3,38
"youthful","positive",2,3,38
"admirable","positive",2,3,38
"cold","negative",2,4,38
"guilty","negative",2,4,38
"weak","negative",2,4,38
"violent","negative",2,4,38
"unhappy","negative",2,4,38
"nasty","negative",2,4,38
"offensive","negative",2,4,38
"dreadful","negative",2,4,38
"useless","negative",2,4,38
"unpleasant","negative",2,4,38
"toxic","negative",2,4,38
"petty","negative",2,4,38
"cynical","negative",2,4,38
"ignorant","negative",2,4,38
"fearful","negative",2,4,38
"gloomy","negative",2,4,38
"discouraged","negative",2,4,38
"insane","negative",2,4,38
"vain","negative",2,4,38
"negligent","negative",2,4,38
"irritable","negative",2,4,38
"insensitive","negative",2,4,38
"immoral","negative",2,4,38
"unkind","negative",2,4,38
"tiresome","negative",2,4,38
"unproductive","negative",2,4,38
"unsympathetic","negative",2,4,38
"antagonistic","negative",2,4,38
"obnoxious","negative",2,4,38
"spiteful","negative",2,4,38
"able","positive",2,4,38
"strong","positive",2,4,38
"original","positive",2,4,38
"independent","positive",2,4,38
"understanding","positive",2,4,38
"reasonable","positive",2,4,38
"brilliant","positive",2,4,38
"helpful","positive",2,4,38
"outstanding","positive",2,4,38
"gentle","positive",2,4,38
"sophisticated","positive",2,4,38
"generous","positive",2,4,38
"romantic","positive",2,4,38
"composed","positive",2,4,38
"intelligent","positive",2,4,38
"skilled","positive",2,4,38
"elegant","positive",2,4,38
"tender","positive",2,4,38
"sympathetic","positive",2,4,38
"lively","positive",2,4,38
"charming","positive",2,4,38
"respectable","positive",2,4,38
"cheerful","positive",2,4,38
"innovative","positive",2,4,38
"sunny","positive",2,4,38
"energetic","positive",2,4,38
"merry","positive",2,4,38
"triumphant","positive",2,4,38
"sincere","positive",2,4,38
"disciplined","positive",2,4,38
