2.5173 	WARNING 	Speech-to-text recognition module for PocketSphinx is not available (use command `pip install SpeechRecognition` to get it). Transcription will be unavailable using that service this session.
2.5179 	WARNING 	Speech-to-text recognition using Google online services is not available (use command `pip install google-api-core google-auth google-cloud google-cloud-speech googleapis-common-protos` to get it). Transcription will be unavailable using that service this session.
2.7537 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.9319 	ERROR 	Error in handleLineEditChange: inputFieldName=run, type=<class 'int'>, value=, error=invalid literal for int() with base 10: ''
9.2095 	WARNING 	Requested an unavailable screen number - using first available.
9.2132 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [2560, 1600]. Using actual size
9.7422 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F94DD07250>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F952E087F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=1, size=array([2560, 1600]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.7428 	EXP 	window1: mouseVisible = True
9.7989 	EXP 	Created instruct_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='instruct_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
9.8093 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner to begin...', units='norm', win=Window(...), wrapWidth=2)
9.8158 	EXP 	Created fix_stim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='fix_stim', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
9.8182 	EXP 	Created prefix = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='prefix', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
9.8294 	EXP 	Created word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='word', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text='default text', units='norm', win=Window(...), wrapWidth=1)
9.8346 	EXP 	Created word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='word', opacity=1.0, ori=0, pos=array([ 0.7, -0.8]), rgb=UNKNOWN, text='yes', units='norm', win=Window(...), wrapWidth=1)
9.8396 	EXP 	Created word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='word', opacity=1.0, ori=0, pos=array([-0.7, -0.8]), rgb=UNKNOWN, text='no', units='norm', win=Window(...), wrapWidth=1)
9.8481 	EXP 	Created word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='word', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='block_text', units='norm', win=Window(...), wrapWidth=1)
9.8504 	EXP 	Created postfix = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='postfix', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
9.8505 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
9.8505 	EXP 	window1: recordFrameIntervals = False
10.0255 	EXP 	window1: recordFrameIntervals = True
10.2081 	EXP 	Screen (1) actual frame rate measured at 60.61Hz
10.2082 	EXP 	window1: recordFrameIntervals = False
14.3349 	DATA 	Keypress: space
39.2622 	DATA 	Keypress: t
47.0941 	DATA 	Keypress: t
47.0945 	DATA 	Keypress: t
47.0949 	DATA 	Keypress: t
47.0952 	DATA 	Keypress: t
47.0956 	DATA 	Keypress: t
47.0960 	DATA 	Keypress: t
47.3580 	EXP 	word: height = 0.2
47.3580 	EXP 	word: height = 0.2
47.3580 	EXP 	word: height = 0.2
47.3580 	EXP 	word: text = 'Is the word positive?'
47.3580 	EXP 	word: height = 0.2
47.3580 	EXP 	word: height = 0.2
47.3580 	EXP 	word: height = 0.2
47.3580 	EXP 	word: height = 0.2
47.3580 	EXP 	word: text = 'Is the word positive?'
49.1591 	DATA 	Keypress: t
49.1597 	DATA 	Keypress: t
49.3891 	EXP 	word: height = 0.2
49.3891 	EXP 	word: height = 0.2
49.3891 	EXP 	word: height = 0.2
49.3891 	EXP 	word: text = 'Is this word positive?'
49.3891 	EXP 	word: height = 0.08
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: text = 'helpful'
49.9218 	EXP 	word: font = 'Arial'
49.9218 	EXP 	word: bold = False
49.9218 	EXP 	word: font = 'Arial'
49.9218 	EXP 	word: italic = False
49.9218 	EXP 	word: font = 'Arial'
49.9218 	EXP 	word: bold = False
49.9218 	EXP 	word: font = 'Arial'
49.9218 	EXP 	word: italic = False
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: text = 'yes'
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: height = 0.2
49.9218 	EXP 	word: text = 'no'
49.9218 	EXP 	word: height = 0.08
49.9218 	EXP 	word: height = 0.08
49.9218 	EXP 	word: height = 0.08
49.9218 	EXP 	word: text = 'Is this word positive?'
50.0621 	DATA 	Keypress: t
50.8421 	DATA 	Keypress: 3
50.8896 	EXP 	word: font = 'Arial'
50.8896 	EXP 	word: bold = True
50.8896 	EXP 	word: font = 'Arial'
50.8896 	EXP 	word: italic = True
50.8896 	EXP 	word: height = 0.2
50.8896 	EXP 	word: height = 0.2
50.8896 	EXP 	word: height = 0.2
50.8896 	EXP 	word: text = 'yes'
51.2620 	DATA 	Keypress: t
53.2606 	DATA 	Keypress: t
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: text = 'antagonistic'
53.5058 	EXP 	word: font = 'Arial'
53.5058 	EXP 	word: bold = False
53.5058 	EXP 	word: font = 'Arial'
53.5058 	EXP 	word: italic = False
53.5058 	EXP 	word: font = 'Arial'
53.5058 	EXP 	word: bold = False
53.5058 	EXP 	word: font = 'Arial'
53.5058 	EXP 	word: italic = False
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: text = 'yes'
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: height = 0.2
53.5058 	EXP 	word: text = 'no'
53.6621 	DATA 	Keypress: t
54.8620 	DATA 	Keypress: t
56.2836 	DATA 	Keypress: t
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: text = 'offensive'
56.5387 	EXP 	word: font = 'Arial'
56.5387 	EXP 	word: bold = False
56.5387 	EXP 	word: font = 'Arial'
56.5387 	EXP 	word: italic = False
56.5387 	EXP 	word: font = 'Arial'
56.5387 	EXP 	word: bold = False
56.5387 	EXP 	word: font = 'Arial'
56.5387 	EXP 	word: italic = False
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: text = 'yes'
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: height = 0.2
56.5387 	EXP 	word: text = 'no'
57.2620 	DATA 	Keypress: t
57.7012 	DATA 	Keypress: 2
57.7392 	EXP 	word: font = 'Arial'
57.7392 	EXP 	word: bold = True
57.7392 	EXP 	word: font = 'Arial'
57.7392 	EXP 	word: italic = True
57.7392 	EXP 	word: height = 0.2
57.7392 	EXP 	word: height = 0.2
57.7392 	EXP 	word: height = 0.2
57.7392 	EXP 	word: text = 'no'
58.4392 	DATA 	Keypress: 2
58.4723 	EXP 	word: font = 'Arial'
58.4723 	EXP 	word: bold = True
58.4723 	EXP 	word: font = 'Arial'
58.4723 	EXP 	word: italic = True
58.4723 	EXP 	word: height = 0.2
58.4723 	EXP 	word: height = 0.2
58.4723 	EXP 	word: height = 0.2
58.4723 	EXP 	word: text = 'no'
58.4728 	DATA 	Keypress: t
60.5070 	DATA 	Keypress: t
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: text = 'faithful'
60.7729 	EXP 	word: font = 'Arial'
60.7729 	EXP 	word: bold = False
60.7729 	EXP 	word: font = 'Arial'
60.7729 	EXP 	word: italic = False
60.7729 	EXP 	word: font = 'Arial'
60.7729 	EXP 	word: bold = False
60.7729 	EXP 	word: font = 'Arial'
60.7729 	EXP 	word: italic = False
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: text = 'yes'
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: height = 0.2
60.7729 	EXP 	word: text = 'no'
60.8620 	DATA 	Keypress: t
61.7110 	DATA 	Keypress: 3
61.7557 	EXP 	word: font = 'Arial'
61.7557 	EXP 	word: bold = True
61.7557 	EXP 	word: font = 'Arial'
61.7557 	EXP 	word: italic = True
61.7557 	EXP 	word: height = 0.2
61.7557 	EXP 	word: height = 0.2
61.7557 	EXP 	word: height = 0.2
61.7557 	EXP 	word: text = 'yes'
62.0620 	DATA 	Keypress: t
65.3234 	DATA 	Keypress: t
65.3240 	DATA 	Keypress: t
65.5712 	EXP 	word: height = 0.2
65.5712 	EXP 	word: height = 0.2
65.5712 	EXP 	word: height = 0.2
65.5712 	EXP 	word: text = 'disciplined'
65.5712 	EXP 	word: font = 'Arial'
65.5712 	EXP 	word: bold = False
65.5712 	EXP 	word: font = 'Arial'
65.5712 	EXP 	word: italic = False
65.5712 	EXP 	word: font = 'Arial'
65.5712 	EXP 	word: bold = False
65.5712 	EXP 	word: font = 'Arial'
65.5712 	EXP 	word: italic = False
65.5712 	EXP 	word: height = 0.2
