participant,session,date,exp_name,frame_rate,absolute_time,trigger_time,trial_type,trial_num,word,response_time,reponse_key
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833220.9469073,,instructions,,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833245.8743846,0,trigger,,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833253.9050694,8.030784099999437,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833256.4852061,10.611032699999669,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833256.533756,10.659748799999761,word_presentation,1,helpful,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833257.4540298,11.579823099999885,response,1,helpful,0.9633537999998225,3
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833260.0718014,14.197530099999312,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833260.1177373,14.2438046999996,word_presentation,1,antagonistic,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833263.0946987,17.220522699999492,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833263.1505063,17.276651899999706,word_presentation,1,offensive,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833264.3128035,18.438973399999668,response,1,offensive,1.2179616999992504,2
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833265.051267,19.17698549999932,response,1,offensive,1.9559737999998106,2
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833267.3181863,21.44390729999941,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833267.384884,21.51087599999937,word_presentation,1,faithful,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833268.322298,22.44871619999958,response,1,faithful,1.0043087000003652,3
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833272.1345637,26.26027519999934,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833272.1831644,26.30913909999981,word_presentation,1,disciplined,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833273.2124226,27.338762999999744,response,1,disciplined,1.077942400000211,3
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833275.7917287,29.917441900000085,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833275.850476,29.97658069999943,word_presentation,1,insane,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833276.737679,30.863928199999464,response,1,insane,0.9459634000004371,2
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833286.317564,40.44337759999962,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833288.9008303,43.02663069999926,fixation,1,,,
95,1,2023-01-27_10h26.55.805,task-selfref_run-01,60.60951351159161,1674833288.9496472,43.075658799999474,word_presentation,1,bad,,
