participant,session,date,exp_name,frame_rate,absolute_time,trigger_time,trial_type,trial_num,word,response_time,reponse_key,condition,word_valence
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514898.2389417,,instructions,,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514924.1266332,0,trigger,,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514932.1267333,7.999614299973473,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514934.660002,10.532896299962886,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514934.6914945,10.564713899977505,word_presentation,1,entertaining,,,other,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514935.498721,11.371780899935402,response,1,entertaining,0.8334943000227213,3,other,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514938.2264972,14.099396600038745,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514938.2765293,14.149820899940096,word_presentation,1,irresponsible,,,other,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514939.4197903,15.292726399959065,response,1,irresponsible,1.1927137000020593,2,other,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514941.2354138,17.108231300022453,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514941.2754629,17.148582799942233,word_presentation,1,awful,,,other,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514941.9896462,17.862765399971977,response,1,awful,0.7539054000517353,2,other,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514945.4428535,21.315741099999286,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514945.4743605,21.347538999980316,word_presentation,1,brave,,,other,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514946.11254,21.985718499985524,response,1,brave,0.6693797999760136,3,other,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514950.2434883,26.11636380001437,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514950.2915113,26.164702099980786,word_presentation,1,outstanding,,,other,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514951.0637069,26.936748399981298,response,1,outstanding,0.8198242000071332,3,other,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514953.8824844,29.755376899964176,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514953.9425893,29.81574560003355,word_presentation,1,withdrawn,,,other,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514954.753686,30.62675469997339,response,1,withdrawn,0.8708150000311434,2,other,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514964.373641,40.24645660002716,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514966.9233696,42.79626620002091,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514966.9756339,42.8488301000325,word_presentation,1,spiteful,,,self,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514967.7118218,43.58473540004343,response,1,spiteful,0.7879097999539226,2,self,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514970.8356209,46.70844710001256,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514970.873958,46.74715039995499,word_presentation,1,down-to-earth,,,self,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514971.8241937,47.69790120003745,response,1,down-to-earth,0.9889059999259189,3,self,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514974.6024516,50.47587209998164,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514974.657263,50.530252999975346,word_presentation,1,wise,,,self,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514976.0506227,51.92367629997898,response,1,wise,1.4472607000498101,3,self,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514978.7983959,54.67128450004384,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514978.8582954,54.73154940002132,word_presentation,1,sophisticated,,,self,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514980.688778,56.561577899963595,response,1,sophisticated,1.8897489999653772,2,self,positive
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514983.2604222,59.133250599959865,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514983.3070562,59.18008530000225,word_presentation,1,ruthless,,,self,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514984.2138114,60.08659059996717,response,1,ruthless,0.9527930000331253,2,self,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514987.1888473,63.061751700006425,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514987.3075488,63.18073859997094,word_presentation,1,timid,,,self,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514988.3107927,64.18373139994219,response,1,timid,1.1214570000302047,2,self,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677514997.6913939,73.56429699994624,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677515000.2398493,76.1126655000262,fixation,1,,,,,
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677515000.2903666,76.16365919995587,word_presentation,1,unpopular,,,semantic,negative
1094,1,2023-02-27_11h21.28.611,task-selfref_run-01,59.806430481346496,1677515001.5976832,77.47070609999355,response,1,unpopular,1.3575091999955475,2,semantic,negative
