participant,session,date,exp_name,frame_rate,absolute_time,trigger_time,trial_type,trial_num,word,response_time,reponse_key,condition,word_valence
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515291.682665,,instructions,,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515313.2923129,0,trigger,,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515321.297238,8.004205700010061,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515323.8301454,10.537122500012629,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515323.8627443,10.569918800028972,word_presentation,1,resourceful,,,other,positive
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515324.9747517,11.681825499981642,response,1,resourceful,1.138980499934405,3,other,positive
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515327.3972032,14.10417609999422,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515327.4286084,14.135947200004011,word_presentation,1,stern,,,other,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515328.766337,15.473903500009328,response,1,stern,1.3691801000386477,2,other,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515330.4072936,17.11433890007902,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515330.461682,17.16900120000355,word_presentation,1,unfriendly,,,other,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515331.1978505,17.904943900066428,response,1,unfriendly,0.7899809000082314,2,other,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515334.613735,21.32070530008059,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515334.661767,21.369088000035845,word_presentation,1,affectionate,,,other,positive
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515336.1231177,22.830659099970944,response,1,affectionate,1.509373200009577,2,other,positive
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515339.4125197,26.11956929997541,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515339.4629934,26.17031900002621,word_presentation,1,elegant,,,other,positive
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515341.0448425,27.751807200023904,response,1,elegant,1.6316209000069648,3,other,positive
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515343.0538244,29.760873300023377,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515343.0924683,29.79960650007706,word_presentation,1,childish,,,other,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515343.9626856,30.66991389996838,response,1,childish,0.9085191999329254,2,other,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515353.5450947,40.252078599995,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515356.095269,42.80228220007848,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515356.1458046,42.85326630005147,word_presentation,1,greedy,,,self,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515356.877194,43.5847889999859,response,1,greedy,0.7819828999927267,2,self,negative
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515360.0059638,46.71294770005625,fixation,1,,,,,
1094,1,2023-02-27_11h28.01.541,task-selfref_run-01,60.00661276510792,1677515360.0450773,46.7524328000145,word_presentation,1,good-natured,,,self,positive
