volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,18.75,2.0202520000748336,3.22025970001705,0.0,0.0,baseline,0,0,nan,nan,nan,nan
1,18.75,2.952917900052853,4.152921299962327,0.0,0.0,baseline,0,0,nan,nan,nan,nan
2,18.75,4.1124113000696525,5.312421400030144,0.084175,-0.010584,baseline,0,0,nan,nan,nan,nan
3,18.75,5.3174476000713184,6.517457600031048,0.074421,0.038673,baseline,0,0,nan,nan,nan,nan
4,18.75,6.512352499994449,7.712359800050035,-0.003492,0.07698,baseline,0,0,nan,nan,nan,nan
5,18.75,7.715936099993996,8.91595129999332,-0.046773,0.000897,baseline,0,0,nan,nan,nan,nan
6,18.75,8.919934900011867,10.119944999972358,-0.001,0.066263,baseline,0,0,nan,nan,nan,nan
7,18.75,10.072154100053012,11.27216260000132,0.026442,0.098486,baseline,0,0,nan,nan,nan,nan
8,18.75,11.355073799961247,12.555081400019116,0.064651,0.21371,baseline,0,0,nan,nan,nan,nan
9,18.75,12.511434599990025,13.711442200047895,0.126716,0.237976,baseline,0,0,nan,nan,nan,nan
10,18.75,13.701705300016329,14.901715399976819,0.044593,0.097876,baseline,0,0,nan,nan,nan,nan
11,18.75,14.888643600046635,16.08865810004063,-0.073095,-0.140655,baseline,0,0,nan,nan,nan,nan
12,18.75,16.112912300042808,17.31291969998274,-0.286635,-0.314486,baseline,0,0,nan,nan,nan,nan
13,18.75,17.301783100003377,18.50179329996463,-0.189775,-0.124192,baseline,0,0,nan,nan,nan,nan
14,18.75,18.49627220002003,19.696279699960723,0.002284,0.022441,baseline,0,0,nan,nan,nan,nan
15,18.75,19.706714399973862,20.90672180003021,0.032483,-0.037897,baseline,0,0,nan,nan,nan,nan
16,18.75,20.88584520004224,22.085852899984456,0.013624,-0.086674,baseline,0,0,nan,nan,nan,nan
17,18.75,22.128660700051114,23.328667999990284,0.056614,-0.015462,baseline,0,0,nan,nan,nan,nan
18,18.75,23.319528199965134,24.519538600044324,0.086193,0.080781,baseline,0,0,nan,nan,nan,nan
19,18.75,24.554999600048177,25.755008299998007,0.064754,0.09341,baseline,0,0,nan,nan,nan,nan
20,18.75,25.741829000064172,26.941839100024662,0.233194,0.128115,baseline,0,0,nan,nan,nan,nan
21,18.75,26.913417699979618,28.11342540003825,0.243838,0.138647,baseline,0,0,nan,nan,nan,nan
22,18.75,28.077045200043358,29.27705259998329,0.333512,0.301211,baseline,0,0,nan,nan,nan,nan
23,18.75,29.315466500003822,30.51547480006702,0.315499,0.232758,baseline,0,0,nan,nan,nan,nan
24,18.75,30.55259980005212,31.752603799966163,0.336428,0.326491,feedback,0,0,False,0.0,0.33333333333333326,-0.33333333333333326
25,18.75,31.7547096000053,32.954713300033475,0.281722,0.274215,feedback,0,0,False,0.0008690661463882015,0.33333333333333326,-0.33333333333333326
26,18.75,32.89796029997524,34.09796380000189,0.373653,0.113043,feedback,0,0,False,0.0014505767097632396,0.33333333333333326,-0.33333333333333326
27,18.75,34.1212644999614,35.32126789998729,0.169832,-0.161498,feedback,0,0,False,0.022940482653027366,0.33333333333333326,-0.33333333333333326
