volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,25,10.870781500008889,12.070785500010242,0.0,0.0,baseline,0,0,nan,nan,nan,nan
1,25,10.930311100004474,12.13032270000549,0.0,0.0,baseline,0,0,nan,nan,nan,nan
2,25,11.83142420000513,13.031432500010123,0.0,0.0,baseline,0,0,nan,nan,nan,nan
3,25,13.053026700014016,14.253042500017909,-0.161818,-0.256246,baseline,0,0,nan,nan,nan,nan
4,25,14.311817800014978,15.511825200013117,-0.196393,-0.328957,baseline,0,0,nan,nan,nan,nan
5,25,15.530283700005384,16.7302953000064,-0.229365,-0.322989,baseline,0,0,nan,nan,nan,nan
6,25,16.786631499999203,17.986641800019424,-0.229522,-0.336855,baseline,0,0,nan,nan,nan,nan
7,25,18.013091200002236,19.21309459999902,-0.266232,-0.345049,baseline,0,0,nan,nan,nan,nan
8,25,19.254139299999224,20.454149500018683,-0.268163,-0.434665,baseline,0,0,nan,nan,nan,nan
9,25,20.455027599993628,21.655030900018755,-0.233573,-0.352273,baseline,0,0,nan,nan,nan,nan
10,25,21.714461600000504,22.91446799999103,-0.225394,-0.283203,baseline,0,0,nan,nan,nan,nan
11,25,22.89437260001432,24.094376000011106,-0.194736,-0.235322,baseline,0,0,nan,nan,nan,nan
12,25,24.178232100006426,25.37823540000245,-0.154604,-0.213638,baseline,0,0,nan,nan,nan,nan
13,25,25.435323200013954,26.635333200002787,-0.141422,-0.248842,baseline,0,0,nan,nan,nan,nan
14,25,26.649102099996526,27.849112300015985,-0.152902,-0.202949,baseline,0,0,nan,nan,nan,nan
15,25,27.85190939999302,29.051919500011717,-0.17733,-0.260222,baseline,0,0,nan,nan,nan,nan
16,25,29.103847999998834,30.30385139999562,-0.204623,-0.271437,baseline,0,0,nan,nan,nan,nan
17,25,30.338040100003127,31.53804400000372,-0.171819,-0.28742,feedback,0,0,False,0.0,0.3333333333333333,-0.3333333333333333
18,25,31.577798900019843,32.777802899992096,-0.155751,-0.276969,feedback,0,0,False,0.020037085206962322,0.3333333333333333,-0.3333333333333333
19,25,32.819684999994934,34.01969329999993,-0.201043,-0.368209,feedback,0,0,False,0.04104776326872266,0.3333333333333333,-0.3333333333333333
20,25,34.00737850001315,35.207381900009935,-0.172675,-0.27577,feedback,0,0,False,0.0700225938126372,0.3333333333333333,-0.3333333333333333
21,25,35.25457160000224,36.45457520000055,-0.148895,-0.249619,feedback,0,0,False,0.08789201794747856,0.3333333333333333,-0.3333333333333333
22,25,36.48897560001933,37.68897910001688,-0.152493,-0.186311,feedback,0,0,False,0.10604881577104006,0.3333333333333333,-0.3333333333333333
23,25,37.72955970000476,38.929563200002306,-0.160734,-0.227558,feedback,0,0,False,0.11191047914358035,0.3333333333333333,-0.3333333333333333
24,25,38.960907500004396,40.16091120000347,-0.137715,-0.198349,feedback,0,0,False,0.12326141052161879,0.3333333333333333,-0.3333333333333333
25,25,40.1921932999976,41.39219679999515,-0.142898,-0.219967,feedback,0,0,False,0.13419146968560955,0.3333333333333333,-0.3333333333333333
26,25,41.42581839999184,42.625821900018494,-0.210763,-0.402388,feedback,0,0,False,0.14701548154556585,0.3333333333333333,-0.3333333333333333
27,25,42.63276100001531,43.832764400012096,-0.215328,-0.468064,feedback,0,0,False,0.1795654968891049,0.3333333333333333,-0.3333333333333333
28,25,43.88430289999815,45.084306199994174,-0.105412,-0.408307,feedback,0,0,False,0.22249601575597888,0.3333333333333333,-0.3333333333333333
29,25,45.13973150000675,46.339735000004296,0.060974,-0.200759,feedback,0,0,False,0.2749967114572522,0.3333333333333333,-0.3333333333333333
30,25,46.380205199995544,47.58020859999233,0.082882,-0.075895,feedback,0,0,False,0.32127013254291265,0.3333333333333333,-0.3333333333333333
31,25,47.62339300001622,48.823396700015294,0.085901,-0.175688,feedback,1,0,False,0.0,0.3666666666666667,-0.3333333333333333
32,25,48.85266380000394,50.05266730000149,0.073803,-0.309999,feedback,1,0,False,0.0444343168360134,0.3666666666666667,-0.3333333333333333
33,25,50.09361430001445,51.293618000013524,-0.022915,-0.512468,feedback,1,0,False,0.11628054002379525,0.3666666666666667,-0.3333333333333333
34,25,51.335083999991184,52.5350876000186,-0.088316,-0.669418,feedback,1,0,False,0.20113460853811665,0.3666666666666667,-0.3333333333333333
35,25,52.58498710001004,53.78499050000683,-0.151298,-0.770906,feedback,1,0,False,0.2998423920536356,0.3666666666666667,-0.3333333333333333
36,25,53.79330370001844,54.99330710001523,-0.132862,-0.807421,feedback,2,0,False,0.0,0.4033333333333334,-0.3333333333333333
37,25,55.034483600000385,56.234487099997935,-0.077705,-0.697997,feedback,2,0,False,0.1122442566562432,0.4033333333333334,-0.3333333333333333
38,25,56.250980900018476,57.45098470001831,0.009038,-0.546391,feedback,2,0,False,0.21115807370472245,0.4033333333333334,-0.3333333333333333
39,25,57.49932150001405,58.699324900010836,0.08791,-0.395058,feedback,2,0,False,0.30357951531371524,0.4033333333333334,-0.3333333333333333
40,25,58.721385200013174,59.92138870001072,0.104527,-0.25173,feedback,2,0,False,0.3839437001348384,0.4033333333333334,-0.3333333333333333
41,25,59.96258759999182,61.16259090001695,0.132217,-0.138734,feedback,3,0,False,0.0,0.44366666666666676,-0.3333333333333333
42,25,61.19274630001746,62.39274980001501,0.167717,-0.007583,feedback,3,0,False,0.04696385216314432,0.44366666666666676,-0.3333333333333333
43,25,62.427039400005015,63.627051000006034,0.145756,0.028222,feedback,3,0,False,0.07552546473201198,0.44366666666666676,-0.3333333333333333
