temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,tr,scale_factor,frameRate,
1.2,t,20.212088099999164,1095,2,shoulder,Feedback,2023-01-27_12h03.33.751,DMN_BallTask,2,1,120,1.2,25,59.95228996793709,
