temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,num_pda_outliers,tr,scale_factor,frameRate,
1.2,t,33.83362639998086,1093,1,left big toe,Feedback,2023-02-09_15h10.02.343,DMN_BallTask,2,1,120,2,0,1.2,25,60.20581956995156,
