volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
34,18.75,42.49678889999632,43.696792600024494,0.109852,-0.17925,feedback,0,0,False,0.1029515885350802,0.33333333333333326,-0.33333333333333326
35,18.75,43.698443899978884,44.89844770000782,0.287665,0.032425,feedback,0,0,False,0.12454687045619671,0.33333333333333326,-0.33333333333333326
36,18.75,44.93134590005502,46.131349699967544,0.571778,0.280787,feedback,0,0,False,0.14551932216286198,0.33333333333333326,-0.33333333333333326
37,18.75,46.11561450001318,47.315618000039834,0.629233,0.397181,feedback,0,0,False,0.1701538930261168,0.33333333333333326,-0.33333333333333326
38,18.75,47.34761120006442,48.54761489997618,0.476153,0.353269,feedback,0,0,False,0.18979883544000548,0.33333333333333326,-0.33333333333333326
39,18.75,48.48097000003327,49.68097370006144,0.280038,0.196741,feedback,0,0,False,0.19928397140486964,0.33333333333333326,-0.33333333333333326
40,18.75,49.7309073000215,50.930910900048914,-0.006532,0.001241,feedback,0,0,False,0.2061282838551514,0.33333333333333326,-0.33333333333333326
41,18.75,50.937401900067925,52.137405399978164,-0.244308,-0.270629,feedback,0,0,False,0.2054895952988282,0.33333333333333326,-0.33333333333333326
42,18.75,52.13193140004296,53.331935100071135,-0.242096,-0.428196,feedback,0,0,False,0.2077178653817231,0.33333333333333326,-0.33333333333333326
43,18.75,53.31489400006831,54.51489769998007,-0.02305,-0.26386,feedback,0,0,False,0.22347262631127662,0.33333333333333326,-0.33333333333333326
44,18.75,54.54737370007206,55.747377199982296,-0.041839,-0.289125,feedback,0,0,False,0.24206020151796812,0.33333333333333326,-0.33333333333333326
45,18.75,55.75860319996718,56.95861320004333,0.128967,-0.229815,feedback,0,0,False,0.2605319204446629,0.33333333333333326,-0.33333333333333326
46,18.75,56.88794719998259,58.08795110001229,0.248946,-0.102394,feedback,0,0,False,0.2891188263375194,0.33333333333333326,-0.33333333333333326
47,18.75,58.13140209997073,59.331405899999666,0.316306,0.01761,feedback,0,0,False,0.3171127711742069,0.33333333333333326,-0.33333333333333326
48,18.75,59.33166969998274,60.53167340001092,0.473633,0.084053,feedback,1,0,False,0.0,0.36666666666666664,-0.33333333333333326
49,18.75,60.5315363999689,61.731540099997076,0.545047,0.153226,feedback,1,0,False,0.028130741398540847,0.36666666666666664,-0.33333333333333326
50,18.75,61.73594809998758,62.93595180001576,0.585769,0.282308,feedback,1,0,False,0.06032572259332729,0.36666666666666664,-0.33333333333333326
51,18.75,62.91494569997303,64.11494950000197,0.576571,0.425963,feedback,1,0,False,0.08223799456710054,0.36666666666666664,-0.33333333333333326
52,18.75,64.12769970006775,65.32770349998027,0.509131,0.316333,feedback,1,0,False,0.09461308862225444,0.36666666666666664,-0.33333333333333326
53,18.75,65.31663510005455,66.51663879996632,0.537709,0.229347,feedback,1,0,False,0.10805456839838513,0.36666666666666664,-0.33333333333333326
54,18.75,66.53624409995973,67.73624789998867,0.39228,0.050793,feedback,1,0,False,0.1349275234259737,0.36666666666666664,-0.33333333333333326
55,18.75,67.73839930002578,68.93840290005319,0.261964,-0.061989,feedback,1,0,False,0.16213640439724372,0.36666666666666664,-0.33333333333333326
56,18.75,68.89727229997516,70.09727600000333,0.200625,-0.029271,feedback,1,0,False,0.18794821748906262,0.36666666666666664,-0.33333333333333326
57,18.75,70.15336710005067,71.3533708999632,0.038309,-0.12134,feedback,1,0,False,0.20798306247327736,0.36666666666666664,-0.33333333333333326
58,18.75,71.32992040005047,72.52992419996299,0.103298,-0.12632,feedback,1,0,False,0.22110103356917668,0.36666666666666664,-0.33333333333333326
59,18.75,72.49731310002971,73.69731670005713,0.040016,-0.221989,feedback,1,0,False,0.23882472379719938,0.36666666666666664,-0.33333333333333326
60,18.75,73.71421230002306,74.91421640005429,0.170014,-0.149268,feedback,1,0,False,0.2616577855298493,0.36666666666666664,-0.33333333333333326
61,18.75,74.91298949997872,76.11299310000614,0.045762,-0.191551,feedback,1,0,False,0.28709742432801433,0.36666666666666664,-0.33333333333333326
62,18.75,76.15274489996955,77.35274869999849,0.035446,-0.148256,feedback,1,0,False,0.30659685792723074,0.36666666666666664,-0.33333333333333326
63,18.75,77.31485460000113,78.51485820002854,0.07674,-0.091382,feedback,1,0,False,0.3207763967363313,0.36666666666666664,-0.33333333333333326
64,18.75,78.53014300006907,79.7301467999816,0.088141,-0.120178,feedback,1,0,False,0.3350091851135384,0.36666666666666664,-0.33333333333333326
65,18.75,79.72089080000296,80.92089430002962,0.146684,-0.092195,feedback,1,0,False,0.3510888540620133,0.36666666666666664,-0.33333333333333326
66,18.75,80.9358624999877,82.13586610001512,0.202941,-0.044552,feedback,2,0,False,0.0,0.40333333333333327,-0.33333333333333326
67,18.75,82.11331599997357,83.31331960000098,0.131856,-0.040552,feedback,2,0,False,0.018487181370253014,0.40333333333333327,-0.33333333333333326
68,18.75,83.32092059997376,84.5209244000027,0.107936,0.031864,feedback,2,0,False,0.033512095044429716,0.40333333333333327,-0.33333333333333326
69,18.75,84.50576189998537,85.70576560001355,0.105251,0.059073,feedback,2,0,False,0.03995216045782564,0.40333333333333327,-0.33333333333333326
70,18.75,85.73427580005955,86.93428590002004,0.08596,0.238834,feedback,2,0,False,0.04374649471150996,0.40333333333333327,-0.33333333333333326
71,18.75,86.90588640002534,88.10588990005199,0.034378,0.338451,feedback,2,0,False,0.03270778902702777,0.40333333333333327,-0.33333333333333326
72,18.75,88.09665039996617,89.2966536999913,0.092555,0.366341,feedback,2,0,False,0.010751325837750852,0.40333333333333327,-0.33333333333333326
73,18.75,89.33565849997103,90.53566219999921,0.098271,0.333946,feedback,2,0,False,-0.012426712721403978,0.40333333333333327,-0.33333333333333326
74,18.75,90.47968220000621,91.6796856000321,-0.015504,0.072805,feedback,2,0,False,-0.030617928978357502,0.40333333333333327,-0.33333333333333326
75,18.75,91.72222820005845,92.92223189997021,-0.050548,-0.094386,feedback,2,0,False,-0.037434299473468616,0.40333333333333327,-0.33333333333333326
76,18.75,92.91365800006315,94.11366189997644,-0.032189,-0.256502,feedback,2,0,False,-0.03361393054831121,0.40333333333333327,-0.33333333333333326
77,18.75,94.11853370000608,95.31853740003426,0.075769,-0.214343,feedback,2,0,False,-0.015182675417151424,0.40333333333333327,-0.33333333333333326
78,18.75,95.33575700002257,96.53576070005074,0.117745,-0.174264,feedback,2,0,False,0.007210408833351575,0.40333333333333327,-0.33333333333333326
79,18.75,96.53646309999749,97.73646680002567,0.278703,0.038699,feedback,2,0,False,0.02829575629740644,0.40333333333333327,-0.33333333333333326
80,18.75,97.73431920004077,98.93432280006819,0.321882,0.132527,feedback,2,0,False,0.04741871052005231,0.40333333333333327,-0.33333333333333326
81,18.75,98.8984419000335,100.0984493999742,0.255692,0.002476,feedback,2,0,False,0.06344903161524619,0.40333333333333327,-0.33333333333333326
82,18.75,100.11447779997252,101.31448290001136,0.093577,-0.20529,feedback,2,0,False,0.08488566537955444,0.40333333333333327,-0.33333333333333326
83,18.75,101.37037250003777,102.57037620006595,0.003703,-0.112433,feedback,2,0,False,0.10869868499447527,0.40333333333333327,-0.33333333333333326
84,18.75,102.50228180002887,103.70228550005704,-0.162337,-0.263904,feedback,2,0,False,0.11824129842264233,0.40333333333333327,-0.33333333333333326
85,18.75,103.6972676999867,104.89727130001411,-0.168977,-0.341557,feedback,2,0,False,0.12633391809369549,0.40333333333333327,-0.33333333333333326
86,18.75,104.9126447000308,106.11264820005745,-0.101827,-0.264486,feedback,2,0,False,0.14137382112539604,0.40333333333333327,-0.33333333333333326
87,18.75,106.13541610003449,107.33541990006343,-0.023909,-0.173682,feedback,2,0,False,0.1547391166204381,0.40333333333333327,-0.33333333333333326
88,18.75,107.28378589998465,108.48378970001359,-0.028311,-0.155497,feedback,2,0,False,0.1655539057047945,0.40333333333333327,-0.33333333333333326
89,18.75,108.51862820005044,109.71863199996297,-0.039107,-0.222254,feedback,2,0,False,0.1760044708308091,0.40333333333333327,-0.33333333333333326
90,18.75,109.71760059997905,110.91760440000799,-0.036516,-0.258648,feedback,2,0,False,0.18922912531748357,0.40333333333333327,-0.33333333333333326
91,18.75,110.95275739999488,112.1527615000261,-0.054959,-0.316436,feedback,2,0,False,0.20582189590952862,0.40333333333333327,-0.33333333333333326
92,18.75,112.13472600001842,113.33472960004583,-0.1506,-0.31148,feedback,2,0,False,0.22665576826696776,0.40333333333333327,-0.33333333333333326
93,18.75,113.31883920007385,114.51884279998485,-0.124069,-0.316008,feedback,2,0,False,0.23947430827188157,0.40333333333333327,-0.33333333333333326
94,18.75,114.53782850003336,115.73783240006306,-0.012799,-0.329924,feedback,2,0,False,0.25333381433814406,0.40333333333333327,-0.33333333333333326
95,18.75,115.7206025000196,116.92060600004625,-0.012224,-0.381899,feedback,2,0,False,0.2786015884496438,0.40333333333333327,-0.33333333333333326
96,18.75,116.92127429996617,118.12127799999435,-0.091402,-0.365686,feedback,2,0,False,0.3089768865403089,0.40333333333333327,-0.33333333333333326
97,18.75,118.08535159996245,119.28535539999139,-0.179825,-0.388312,feedback,2,0,False,0.3280994025358911,0.40333333333333327,-0.33333333333333326
98,18.75,119.33405409997795,120.53405770000536,-0.030571,-0.166448,feedback,2,0,False,0.3457493909395446,0.40333333333333327,-0.33333333333333326
99,18.75,120.52840439998545,121.72840830001515,0.097874,-0.086075,feedback,2,0,False,0.35725239819814225,0.40333333333333327,-0.33333333333333326
100,18.75,121.73477119999006,122.934775000019,0.066361,-0.117808,feedback,2,0,False,0.3719090218640046,0.40333333333333327,-0.33333333333333326
101,18.75,122.93079360004049,124.1307972000679,-0.098802,-0.285595,feedback,2,0,False,0.3875003091591946,0.40333333333333327,-0.33333333333333326
102,18.75,124.10151950002182,125.30152320005,-0.07239,-0.368857,feedback,2,0,False,0.4014533343748327,0.40333333333333327,-0.33333333333333326
103,18.75,125.34594000002835,126.54594370005653,-0.120483,-0.408395,feedback,3,0,False,0.0,0.44366666666666665,-0.33333333333333326
104,18.75,126.55134510004427,127.75134880007245,-0.094673,-0.447677,feedback,3,0,False,0.022223271263273555,0.44366666666666665,-0.33333333333333326
105,18.75,127.78431989997625,128.98432370000518,0.08102,-0.263985,feedback,3,0,False,0.052107707733859705,0.44366666666666665,-0.33333333333333326
106,18.75,128.93528099998366,130.13528470001182,0.138272,-0.077823,feedback,3,0,False,0.0770197833953504,0.44366666666666665,-0.33333333333333326
107,18.75,130.1467871000059,131.3467907000333,0.026595,-0.264976,feedback,3,0,False,0.09369966406596192,0.44366666666666665,-0.33333333333333326
108,18.75,131.3116409999784,132.51164450000505,-0.124597,-0.158044,feedback,3,0,False,0.11693135556131623,0.44366666666666665,-0.33333333333333326
109,18.75,132.52996159996837,133.72996529999654,-0.13697,-0.436847,feedback,3,0,False,0.119346492138032,0.44366666666666665,-0.33333333333333326
110,18.75,133.73079210007563,134.93079579998738,-0.293808,-0.501786,feedback,3,0,False,0.1432399861773997,0.44366666666666665,-0.33333333333333326
111,18.75,134.94317210000008,136.143175900029,-0.399475,-0.793174,feedback,3,0,False,0.15981118404625777,0.44366666666666665,-0.33333333333333326
112,18.75,136.1465365999611,137.3465401999885,-0.407413,-0.99456,feedback,3,0,False,0.19019991280045873,0.44366666666666665,-0.33333333333333326
113,18.75,137.32815910002682,138.528162800055,-0.435156,-1.092262,feedback,3,0,False,0.22821068752674706,0.44366666666666665,-0.33333333333333326
114,18.75,138.51867190003395,139.7186756000621,-0.60812,-0.947164,feedback,3,0,False,0.28220349371370834,0.44366666666666665,-0.33333333333333326
115,18.75,139.764310700004,140.96431460003367,-0.557657,-0.493821,feedback,3,0,False,0.30837352755107944,0.44366666666666665,-0.33333333333333326
116,18.75,140.97987040004227,142.1798742000712,-0.326229,-0.374162,feedback,3,0,False,0.30328722521546475,0.44366666666666665,-0.33333333333333326
117,18.75,142.15111340000294,143.3511171000311,-0.156746,-0.537862,feedback,3,0,False,0.3071064139154626,0.44366666666666665,-0.33333333333333326
118,18.75,143.35020019998774,144.55020380001514,0.03043,-0.527696,feedback,3,0,False,0.33842179122559185,0.44366666666666665,-0.33333333333333326
119,18.75,144.4960767000448,145.69608040007296,-0.086435,-0.667354,feedback,3,0,False,0.3801125727404367,0.44366666666666665,-0.33333333333333326
