volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,ball_y_position,top_circle_y_position,bottom_circle_y_position
92,25,111.98423129999901,113.18423529999855,-0.47408,-3.770065,feedback,9,2,0.7205315205188544,0.7859825636666672,-0.40333333333333327
93,25,113.15161149999949,114.35161589999844,-0.374158,-3.860068,feedback,10,2,0.0,0.864580820033334,-0.40333333333333327
94,25,114.38877999999931,115.58878369999839,-0.480824,-3.840169,feedback,10,2,0.42351576970129173,0.864580820033334,-0.40333333333333327
95,25,115.5913099999998,116.79131379999963,-0.398265,-3.577327,feedback,10,2,0.819993589057206,0.864580820033334,-0.40333333333333327
96,25,116.77992119999908,117.97992509999968,-0.418028,-3.143585,feedback,11,2,0.0,0.9510389020366675,-0.40333333333333327
97,25,117.96777119999933,119.16777969999858,-0.232492,-3.029586,feedback,11,2,0.32167666491243124,0.9510389020366675,-0.40333333333333327
98,25,119.15187699999842,120.35188549999948,-0.181484,-2.628744,feedback,11,2,0.6517962952729681,0.9510389020366675,-0.40333333333333327
99,25,120.34126789999937,121.5412718999989,-0.171647,-2.399384,feedback,11,2,0.9491227330063525,0.9510389020366675,-0.40333333333333327
100,25,121.58380179999949,122.78380599999873,-0.020471,-2.088547,feedback,12,2,0.0,1.0461427922403344,-0.40333333333333327
101,25,122.77175999999963,123.97176489999875,0.031014,-2.045601,feedback,12,2,0.24407920673295094,1.0461427922403344,-0.40333333333333327
102,25,124.00874909999948,125.20875369999995,0.132267,-1.705634,feedback,12,2,0.4963746475499105,1.0461427922403344,-0.40333333333333327
103,25,125.18364369999836,126.38364750000001,0.12719,-1.360423,feedback,12,2,0.7069082517651047,1.0461427922403344,-0.40333333333333327
104,25,126.38357569999971,127.58357999999971,0.056462,-1.305684,feedback,12,2,0.8876437167405754,1.0461427922403344,-0.40333333333333327
105,25,127.54421419999926,128.74421779999938,-0.021867,-1.324399,feedback,13,2,0.0,1.1507570714643678,-0.40333333333333327
106,25,128.7670182999991,129.96702320000003,0.112008,-1.485048,feedback,13,2,0.1582493072226657,1.1507570714643678,-0.40333333333333327
107,25,129.96703419999903,131.16703839999826,0.021846,-1.566638,feedback,13,2,0.3467376227333627,1.1507570714643678,-0.40333333333333327
108,25,131.16648709999936,132.36649139999935,0.139891,-1.342977,feedback,13,2,0.5342142505884239,1.1507570714643678,-0.40333333333333327
109,25,132.4057103999985,133.60571439999984,0.109222,-1.063466,feedback,13,2,0.714373228412123,1.1507570714643678,-0.40333333333333327
110,25,133.5575347999984,134.75753849999927,0.073601,-1.127776,feedback,13,2,0.8446352550939283,1.1507570714643678,-0.40333333333333327
111,25,134.77385219999996,135.9738561999995,0.138311,-1.169352,feedback,13,2,0.9905948767870941,1.1507570714643678,-0.40333333333333327
112,25,135.9898276999993,137.1898312999994,0.196897,-0.781944,feedback,13,2,1.1449283479525767,1.1507570714643678,-0.40333333333333327
113,25,137.2053393999995,138.40534339999903,0.224035,-0.112343,feedback,14,2,0.0,1.2658327786108046,-0.40333333333333327
114,25,138.36353549999876,139.56354609999943,-0.159746,-0.698681,feedback,14,2,0.03853247412058568,1.2658327786108046,-0.40333333333333327
115,25,139.6080452999995,140.80804899999856,-0.083642,-0.710591,feedback,14,2,0.10400962968225112,1.2658327786108046,-0.40333333333333327
116,25,140.76915319999898,141.96915689999986,0.02753,-0.707017,feedback,14,2,0.1758273351131264,1.2658327786108046,-0.40333333333333327
117,25,142.02373759999864,143.22374129999952,0.088999,-0.383843,feedback,14,2,0.26761989078622134,1.2658327786108046,-0.40333333333333327
118,25,143.18209249999927,144.38209619999833,0.130988,-0.520474,feedback,14,2,0.31850176627837634,1.2658327786108046,-0.40333333333333327
119,25,144.3559284999992,145.55593249999873,0.191867,-0.440402,feedback,14,2,0.39538884788304807,1.2658327786108046,-0.40333333333333327
120,25,145.58366129999922,146.78366529999875,0.223532,-0.26213,feedback,14,2,0.46781596523242447,1.2658327786108046,-0.40333333333333327
121,25,146.78244689999883,147.98245119999882,0.24152,-0.069926,feedback,14,2,0.5268207920193098,1.2658327786108046,-0.40333333333333327
122,25,148.0175038999987,149.217507999999,0.088548,-0.222199,feedback,14,2,0.5657405946924701,1.2658327786108046,-0.40333333333333327
123,25,149.18812239999897,150.3881259999991,0.233452,0.105698,feedback,14,2,0.6024156884775362,1.2658327786108046,-0.40333333333333327
