temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,t,4.298830500018084,1093,1,toe,No Feedback,15min,2023-03-15_16h14.03.178,DMN_BallTask,2,1,120,2,1.2,25,60.09741790761646,
