temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,tr,scale_factor,frameRate,
1.2,t,24.492713899999217,1095,3,shoulder,Feedback,2023-01-27_12h07.56.123,DMN_BallTask,2,1,120,1.2,25,60.016876745646414,
