trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,No_of_ROIs,Level_1_2_3,No_repetitions,Run_Time,Scale_Factor,date,expName,frameRate,
,,,,2,84.39937829971313,,,R61MBNFD999,task-feedback_run-02,2,1,1,120,5,2022-11-03_14h20.44.648,DMN_BallTask,60.31406806536678,
,,,,,,t,27.799237303435802,R61MBNFD999,task-feedback_run-02,2,1,1,120,5,2022-11-03_14h20.44.648,DMN_BallTask,60.31406806536678,
