temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,t,21.79314369999338,1094,2,left big toe,Feedback,2023-02-27_10h48.11.851,DMN_BallTask,2,1,120,2,1.2,18.75,60.242742130070724,
