volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,ball_y_position,top_circle_y_position,bottom_circle_y_position
48,25,59.17533540000113,60.37533980000008,0.395582,0.368262,feedback,0,0,0.21535214721414,0.33333333333333326,-0.33333333333333326
49,25,60.39282960000128,61.59283320000141,0.353737,0.293061,feedback,0,0,0.2186749282695399,0.33333333333333326,-0.33333333333333326
50,25,61.61126680000052,62.81127040000065,0.38275,0.308745,feedback,0,0,0.22563291936918098,0.33333333333333326,-0.33333333333333326
51,25,62.78728740000042,63.98729130000102,0.367129,0.174393,feedback,0,0,0.23411940712923374,0.33333333333333326,-0.33333333333333326
52,25,63.97665700000107,65.1766608000009,0.256809,0.155297,feedback,0,0,0.25689106996418914,0.33333333333333326,-0.33333333333333326
53,25,65.18719450000026,66.3871984999998,0.323899,0.033363,feedback,0,0,0.268531909711482,0.33333333333333326,-0.33333333333333326
54,25,66.37955430000147,67.57955800000055,0.181782,0.049793,feedback,0,0,0.301848985690869,0.33333333333333326,-0.33333333333333326
55,25,67.57492060000004,68.77492439999988,0.279592,0.163799,feedback,0,0,0.3174434205962476,0.33333333333333326,-0.33333333333333326
56,25,68.77375420000135,69.97375800000118,0.328372,0.254289,feedback,0,0,0.3307219271458007,0.33333333333333326,-0.33333333333333326
57,25,69.95261610000125,71.1526216000013,0.232609,0.211369,feedback,1,0,0.0,0.36666666666666664,-0.33333333333333326
58,25,71.17817370000012,72.37817770000147,0.279024,0.229046,feedback,1,0,0.0025833041587373638,0.36666666666666664,-0.33333333333333326
59,25,72.37152059999971,73.57152480000077,0.256513,0.144247,feedback,1,0,0.008488180077950139,0.36666666666666664,-0.33333333333333326
60,25,73.60126280000077,74.80126670000136,0.263341,0.096042,feedback,1,0,0.02253259773823141,0.36666666666666664,-0.33333333333333326
61,25,74.77116260000003,75.97116650000062,0.249174,0.112852,feedback,1,0,0.04229889163571381,0.36666666666666664,-0.33333333333333326
62,25,75.97603880000133,77.17604310000134,0.290658,0.058219,feedback,1,0,0.05840526834264341,0.36666666666666664,-0.33333333333333326
63,25,77.17122250000102,78.3712263999998,0.167124,-0.01431,feedback,1,0,0.0858678209415049,0.36666666666666664,-0.33333333333333326
64,25,78.36514520000128,79.56514890000035,0.096554,-0.0047,feedback,1,0,0.10793463858445942,0.36666666666666664,-0.33333333333333326
65,25,79.56179800000064,80.76180219999988,0.053305,0.034132,feedback,1,0,0.12024960465266997,0.36666666666666664,-0.33333333333333326
66,25,80.80048960000022,82.00049350000081,0.099215,0.160748,feedback,1,0,0.1226481368868334,0.36666666666666664,-0.33333333333333326
67,25,82.02701660000093,83.22702409999984,0.179756,0.188246,feedback,1,0,0.11516421716933893,0.36666666666666664,-0.33333333333333326
68,25,83.19327410000005,84.39328150000001,0.147918,0.159117,feedback,1,0,0.11419063050515624,0.36666666666666664,-0.33333333333333326
69,25,84.37087120000069,85.57087520000023,0.126987,0.08803,feedback,1,0,0.11290639056968123,0.36666666666666664,-0.33333333333333326
70,25,85.59954430000107,86.79954819999985,0.239264,0.081195,feedback,1,0,0.11777989081723286,0.36666666666666664,-0.33333333333333326
71,25,86.80911870000091,88.00912220000028,0.241178,0.083315,feedback,1,0,0.13700495226108647,0.36666666666666664,-0.33333333333333326
72,25,88.01059730000088,89.21060120000148,0.243643,0.050963,feedback,1,0,0.1551078158144291,0.36666666666666664,-0.33333333333333326
73,25,89.20859960000053,90.40860370000082,0.278163,0.067345,feedback,1,0,0.17787286227715093,0.36666666666666664,-0.33333333333333326
74,25,90.36950320000142,91.56950780000007,0.190314,0.097844,feedback,1,0,0.19911795706860136,0.36666666666666664,-0.33333333333333326
75,25,91.58820019999985,92.78820460000061,0.232699,0.097698,feedback,1,0,0.21036457362031705,0.36666666666666664,-0.33333333333333326
76,25,92.81044960000145,94.0104555000009,0.293122,0.179755,feedback,1,0,0.22631487483224327,0.36666666666666664,-0.33333333333333326
77,25,93.96441460000096,95.16441870000126,0.390342,0.24309,feedback,1,0,0.23931518099931087,0.36666666666666664,-0.33333333333333326
78,25,95.19004500000119,96.39004860000132,0.371884,0.22795,feedback,1,0,0.2567129317867757,0.36666666666666664,-0.33333333333333326
79,25,96.39434059999985,97.59434430000074,0.468937,0.399302,feedback,1,0,0.2742188310703784,0.36666666666666664,-0.33333333333333326
80,25,97.62580359999993,98.8258082000004,0.5538,0.430214,feedback,1,0,0.2826881524024717,0.36666666666666664,-0.33333333333333326
81,25,98.76713010000094,99.96713390000077,0.513563,0.416123,feedback,1,0,0.29686031747664005,0.36666666666666664,-0.33333333333333326
82,25,100.00892930000009,101.20893330000145,0.581684,0.513159,feedback,1,0,0.308711407741583,0.36666666666666664,-0.33333333333333326
83,25,101.16699990000052,102.36700330000095,0.62344,0.599532,feedback,1,0,0.31656947913888817,0.36666666666666664,-0.33333333333333326
84,25,102.38472550000006,103.58472920000095,0.616454,0.613329,feedback,1,0,0.3194772774358326,0.36666666666666664,-0.33333333333333326
85,25,103.58837440000025,104.78837830000084,0.591619,0.608588,feedback,1,0,0.3198464946363511,0.36666666666666664,-0.33333333333333326
86,25,104.78859470000134,105.98860650000024,0.608953,0.625346,feedback,1,0,0.3177826486726224,0.36666666666666664,-0.33333333333333326
87,25,106.00745000000097,107.20745389999975,0.609002,0.561853,feedback,1,0,0.31578885841489246,0.36666666666666664,-0.33333333333333326
88,25,107.19725840000137,108.39726190000074,0.544419,0.509489,feedback,1,0,0.3213594893868189,0.36666666666666664,-0.33333333333333326
89,25,108.37045390000094,109.57045790000048,0.545409,0.46806,feedback,1,0,0.32536507032673667,0.36666666666666664,-0.33333333333333326
90,25,109.5720997999997,110.7721035000006,0.632708,0.42183,feedback,1,0,0.334772602971472,0.36666666666666664,-0.33333333333333326
91,25,110.7853498000004,111.9853539000007,0.606049,0.479378,feedback,1,0,0.3604205320857,0.36666666666666664,-0.33333333333333326
92,25,111.97204340000098,113.17204740000052,0.709714,0.515718,feedback,2,0,0.0,0.40333333333333327,-0.33333333333333326
93,25,113.18610059999992,114.38610919999992,0.72322,0.561749,feedback,2,0,0.022246397939316143,0.40333333333333327,-0.33333333333333326
94,25,114.40325409999969,115.60325810000104,0.625295,0.509365,feedback,2,0,0.041885225896730445,0.40333333333333327,-0.33333333333333326
95,25,115.58799330000147,116.78799730000101,0.593692,0.472037,feedback,2,0,0.05558229791470518,0.40333333333333327,-0.33333333333333326
96,25,116.7774444000006,117.97744789999997,0.624249,0.488013,feedback,2,0,0.07037852519489327,0.40333333333333327,-0.33333333333333326
97,25,117.96118530000058,119.16118980000029,0.52305,0.433256,feedback,2,0,0.08600132293124181,0.40333333333333327,-0.33333333333333326
98,25,119.19837780000125,120.39838160000109,0.314897,0.39192,feedback,2,0,0.09661043950833176,0.40333333333333327,-0.33333333333333326
99,25,120.35767750000014,121.55768149999967,0.202375,0.390561,feedback,2,0,0.08751021024894708,0.40333333333333327,-0.33333333333333326
100,25,121.59795420000046,122.79796170000118,0.095347,0.304246,feedback,2,0,0.06396824044671241,0.40333333333333327,-0.33333333333333326
101,25,122.78636860000006,123.98637230000095,0.072928,0.258199,feedback,2,0,0.04001284815447351,0.40333333333333327,-0.33333333333333326
102,25,123.98372689999997,125.18373080000056,0.135623,0.232234,feedback,2,0,0.01812317136811807,0.40333333333333327,-0.33333333333333326
103,25,125.22530270000061,126.42530600000028,0.332768,0.111577,feedback,2,0,0.006037185988952205,0.40333333333333327,-0.33333333333333326
104,25,126.37707640000008,127.57708030000067,0.253292,0.056346,feedback,2,0,0.03140215746565933,0.40333333333333327,-0.33333333333333326
105,25,127.5773674000011,128.77737129999986,0.210244,-0.015064,feedback,2,0,0.05330246075741887,0.40333333333333327,-0.33333333333333326
106,25,128.75863290000052,129.9586366000014,0.167534,0.019335,feedback,2,0,0.07913954722781757,0.40333333333333327,-0.33333333333333326
107,25,130.00218360000144,131.2021876999999,0.149983,0.045744,feedback,2,0,0.0976791643232521,0.40333333333333327,-0.33333333333333326
108,25,131.20357710000098,132.40358190000114,0.239157,0.071629,feedback,2,0,0.11035717949286719,0.40333333333333327,-0.33333333333333326
109,25,132.4005081000014,133.60051169999969,0.327659,0.21107,feedback,2,0,0.1289862149130431,0.40333333333333327,-0.33333333333333326
110,25,133.5667764000009,134.76678009999995,0.462129,0.402553,feedback,2,0,0.14276114745426308,0.40333333333333327,-0.33333333333333326
111,25,134.8070485999997,136.00705289999968,0.510795,0.42723,feedback,2,0,0.1502140737768262,0.40333333333333327,-0.33333333333333326
112,25,136.02642019999985,137.22642399999967,0.451635,0.451867,feedback,2,0,0.16037762424880778,0.40333333333333327,-0.33333333333333326
113,25,137.19722139999976,138.39722550000005,0.459476,0.330699,feedback,2,0,0.16035021356384116,0.40333333333333327,-0.33333333333333326
114,25,138.39642150000145,139.59642530000127,0.443358,0.323853,feedback,2,0,0.176012650458838,0.40333333333333327,-0.33333333333333326
115,25,139.60757569999987,140.8075797000012,0.349121,0.339201,feedback,2,0,0.19013210695420693,0.40333333333333327,-0.33333333333333326
116,25,140.78109510000104,141.98109890000086,0.396666,0.259844,feedback,2,0,0.1913041500355349,0.40333333333333327,-0.33333333333333326
117,25,142.01542169999993,143.21542599999992,0.346092,0.300237,feedback,2,0,0.20842051040390097,0.40333333333333327,-0.33333333333333326
118,25,143.21299460000046,144.41299850000104,0.344536,0.330727,feedback,2,0,0.213997601373718,0.40333333333333327,-0.33333333333333326
119,25,144.4247131000011,145.62471690000092,0.383624,0.320921,feedback,2,0,0.21567711395036634,0.40333333333333327,-0.33333333333333326
120,25,145.5905453000014,146.79054930000092,0.362929,0.198018,feedback,2,0,0.22308544231009309,0.40333333333333327,-0.33333333333333326
121,25,146.76467090000006,147.96467500000034,0.445501,0.317934,feedback,2,0,0.24199653187158188,0.40333333333333327,-0.33333333333333326
122,25,148.00281650000034,149.20282030000016,0.447577,0.442281,feedback,2,0,0.2579550965988284,0.40333333333333327,-0.33333333333333326
123,25,149.20350119999966,150.40350479999978,0.504907,0.451762,feedback,2,0,0.25859921989565776,0.40333333333333327,-0.33333333333333326
