trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,No_of_ROIs,Level_1_2_3,No_repetitions,Run_Time,Scale_Factor,date,expName,frameRate,
,,,,2,23.458296298980713,,,R61MBNFD-999,run-01,2,1,1,120,5,2022-11-03_14h15.32.213,DMN_BallTask,59.80818234968813,
,,,,,,t,24.949857503175735,R61MBNFD-999,run-01,2,1,1,120,5,2022-11-03_14h15.32.213,DMN_BallTask,59.80818234968813,
