volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,18.75,2.04636160004884,3.246369399991818,0.0,0.0,baseline,0,0,nan,nan,nan,nan
1,18.75,2.9480127000715584,4.14802280003205,0.0,0.0,baseline,0,0,nan,nan,nan,nan
2,18.75,4.1704304000595585,5.370439000008628,0.076174,-0.044012,baseline,0,0,nan,nan,nan,nan
3,18.75,5.329278200049885,6.529285499989055,0.210802,0.024239,baseline,0,0,nan,nan,nan,nan
4,18.75,6.528513700002804,7.728521100059152,0.397502,0.294503,baseline,0,0,nan,nan,nan,nan
5,18.75,7.7496423000702634,8.949653800041414,0.302172,0.323781,baseline,0,0,nan,nan,nan,nan
6,18.75,8.907962500001304,10.107965800026431,0.107451,0.254235,baseline,0,0,nan,nan,nan,nan
7,18.75,10.101918800035492,11.301930700009688,0.048729,0.193198,baseline,0,0,nan,nan,nan,nan
8,18.75,11.317121500032954,12.51712470005732,0.049864,0.110127,baseline,0,0,nan,nan,nan,nan
9,18.75,12.553176800021902,13.753184400079771,-0.019257,-0.046694,baseline,0,0,nan,nan,nan,nan
10,18.75,13.711936500039883,14.911948200012556,0.057634,0.064301,baseline,0,0,nan,nan,nan,nan
11,18.75,14.947075700038113,16.147086100000887,0.06534,0.174296,baseline,0,0,nan,nan,nan,nan
12,18.75,16.14467589999549,17.344687300082295,0.194014,0.156834,baseline,0,0,nan,nan,nan,nan
13,18.75,17.333247900009155,18.533258100086822,0.322719,0.296027,baseline,0,0,nan,nan,nan,nan
14,18.75,18.51582510001026,19.715835100086405,0.237792,0.223066,baseline,0,0,nan,nan,nan,nan
15,18.75,19.75425290002022,20.954273200058378,0.157344,0.201574,baseline,0,0,nan,nan,nan,nan
16,18.75,20.95342180004809,22.15343039999716,0.132158,0.180673,baseline,0,0,nan,nan,nan,nan
17,18.75,22.129815899999812,23.329823100054636,0.173262,0.318056,baseline,0,0,nan,nan,nan,nan
