temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,t,24.402651100070216,1094,3,left big toe,Feedback,2023-02-27_10h52.16.241,DMN_BallTask,2,1,120,2,1.2,18.75,60.02909009494057,
