temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,tr,scale_factor,frameRate,
1.2,t,32.59028070000022,1095,1,shoulder,No Feedback,2023-01-27_11h58.11.806,DMN_BallTask,2,1,120,1.2,25,59.584031956098855,
