25,dmn,0.105922,0.360278
26,dmn,0.597654,0.670714
27,dmn,-0.006145,0.579556
28,cen,0.53339,0.272354
29,cen,0.796562,-0.304902
30,cen,0.899593,0.181387
31,dmn,-1.710292,-0.0582
32,dmn,-0.217724,-0.064825
33,dmn,-0.753548,-0.021817
34,dmn,-0.077485,0.434491
35,dmn,0.472093,0.668737
36,dmn,-0.388938,0.381826
37,dmn,0.31596,0.734241
38,dmn,-0.101271,0.875021
39,dmn,-0.280827,0.916516
40,cen,0.783734,0.487049
41,dmn,-0.262174,0.878066
42,dmn,0.746047,0.828773
43,dmn,-0.420125,0.676208
44,dmn,0.130141,0.802875
45,dmn,0.490779,1.056416
46,dmn,-0.52052,0.810381
47,dmn,-0.611896,0.730592
48,dmn,-0.544608,0.638671
49,dmn,-0.600059,0.579556
50,dmn,-0.035413,0.287254
51,dmn,0.399493,0.710869
52,dmn,-0.707528,0.745114
53,dmn,0.303464,0.692995
54,dmn,-0.280544,0.362532
55,dmn,-0.342262,0.69084
56,dmn,-4.65161,0.531729
57,dmn,0.303162,0.421895
58,dmn,-0.256088,0.425954
59,cen,0.822004,0.703094
60,dmn,-0.852064,0.526369
61,dmn,0.214191,0.305704
62,dmn,-0.393202,0.37068
63,cen,0.645886,0.563619
64,dmn,0.006395,0.336975
65,dmn,-0.006782,0.362682
66,dmn,-0.10882,0.420116
67,dmn,-0.104891,0.513605
68,dmn,-0.731105,0.078652
69,dmn,-0.758904,0.438316
70,dmn,-0.077099,0.29711
71,cen,0.369188,0.112646
72,dmn,-0.721443,0.046615
73,dmn,0.27442,0.411758
74,dmn,-1.359969,0.102015
75,dmn,-0.279563,0.030627
76,dmn,-0.836007,0.196649
77,dmn,-0.23082,0.558951
78,dmn,-0.73555,0.429155
79,dmn,-0.803949,0.368647
80,dmn,-0.654225,-0.083761
81,dmn,-0.126348,0.207046
82,dmn,-5.558463,0.471982
83,cen,0.451154,0.386115
84,cen,0.273335,0.023718
85,cen,0.051855,-0.392083
86,cen,0.67022,0.056392
87,dmn,0.315587,0.337865
88,dmn,0.23842,0.318114
89,dmn,-1.085473,0.027739
90,cen,0.226171,-0.0537
91,dmn,-0.549359,0.173786
92,dmn,-0.250517,0.383806
93,dmn,-0.242615,0.264702
94,dmn,-1.419125,0.000577
