temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,tr,scale_factor,frameRate,
1.2,t,56.15346539998427,REMIND-1097,1,left big toe,No Feedback,2022-12-14_16h47.18.777,DMN_BallTask,2,1,120,1.2,25,59.99865604780993,
