"word","valence_condition","set","run","seed"
"kind","+",2,1,241
"responsible","+",2,1,241
"positive","+",2,1,241
"patient","+",2,1,241
"active","+",2,1,241
"capable","+",2,1,241
"healthy","+",2,1,241
"consistent","+",2,1,241
"sophisticated","+",2,1,241
"wise","+",2,1,241
"mature","+",2,1,241
"respectable","+",2,1,241
"cheerful","+",2,1,241
"ethical","+",2,1,241
"innovative","+",2,1,241
"jolly","+",2,1,241
"humble","+",2,1,241
"dignified","+",2,1,241
"knowledgeable","+",2,1,241
"perceptive","+",2,1,241
"attentive","+",2,1,241
"adaptable","+",2,1,241
"joyful","+",2,1,241
"truthful","+",2,1,241
"forgiving","+",2,1,241
"artistic","+",2,1,241
"glorious","+",2,1,241
"daring","+",2,1,241
"terrible","-",2,1,241
"sad","-",2,1,241
"dull","-",2,1,241
"harsh","-",2,1,241
"dreadful","-",2,1,241
"cruel","-",2,1,241
"wicked","-",2,1,241
"rude","-",2,1,241
"rotten","-",2,1,241
"ignorant","-",2,1,241
"gloomy","-",2,1,241
"careless","-",2,1,241
"irrational","-",2,1,241
"discouraged","-",2,1,241
"irresponsible","-",2,1,241
"self-conscious","-",2,1,241
"pompous","-",2,1,241
"unproductive","-",2,1,241
"unruly","-",2,1,241
"obnoxious","-",2,1,241
"bossy","-",2,1,241
"lethargic","-",2,1,241
"bad","-",2,1,241
"stupid","-",2,1,241
"proficient","+",2,1,241
"dependable","+",2,1,241
"hesitant","-",2,1,241
"combative","-",2,1,241
"indecisive","-",2,1,241
"childish","-",2,1,241
"fickle","-",2,1,241
"insincere","-",2,1,241
"bright","+",2,2,241
"sweet","+",2,2,241
"confident","+",2,2,241
"calm","+",2,2,241
"grateful","+",2,2,241
"pleasant","+",2,2,241
"creative","+",2,2,241
"modest","+",2,2,241
"reliable","+",2,2,241
"smart","+",2,2,241
"productive","+",2,2,241
"competent","+",2,2,241
"decisive","+",2,2,241
"polite","+",2,2,241
"thorough","+",2,2,241
"talented","+",2,2,241
"hopeful","+",2,2,241
"energetic","+",2,2,241
"thoughtful","+",2,2,241
"outgoing","+",2,2,241
"sincere","+",2,2,241
"humorous","+",2,2,241
"courageous","+",2,2,241
"courteous","+",2,2,241
"considerate","+",2,2,241
"fearless","+",2,2,241
"trustworthy","+",2,2,241
"guilty","-",2,2,241
"controlling","-",2,2,241
"unhappy","-",2,2,241
"boring","-",2,2,241
"hostile","-",2,2,241
"selfish","-",2,2,241
"ruthless","-",2,2,241
"inefficient","-",2,2,241
"reckless","-",2,2,241
"annoying","-",2,2,241
"dishonest","-",2,2,241
"dreary","-",2,2,241
"sloppy","-",2,2,241
"unfriendly","-",2,2,241
"envious","-",2,2,241
"cowardly","-",2,2,241
"intolerant","-",2,2,241
"grumpy","-",2,2,241
"moody","-",2,2,241
"wasteful","-",2,2,241
"good-natured","+",2,2,241
"self-disciplined","+",2,2,241
"comical","+",2,2,241
"stubborn","-",2,2,241
"defensive","-",2,2,241
"suspicious","-",2,2,241
"mediocre","-",2,2,241
"brooding","-",2,2,241
"unreasonable","-",2,2,241
"demanding","-",2,2,241
"devious","-",2,2,241
"awkward","-",2,2,241
"disdainful","-",2,2,241
"fun","+",1,3,241
"happy","+",1,3,241
"friendly","+",1,3,241
"brilliant","+",1,3,241
"understanding","+",1,3,241
"composed","+",1,3,241
"organized","+",1,3,241
"helpful","+",1,3,241
"gentle","+",1,3,241
"warm","+",1,3,241
"mighty","+",1,3,241
"skilled","+",1,3,241
"lively","+",1,3,241
"cooperative","+",1,3,241
"amusing","+",1,3,241
"charitable","+",1,3,241
"terrific","+",1,3,241
"loyal","+",1,3,241
"brave","+",1,3,241
"sympathetic","+",1,3,241
"admirable","+",1,3,241
"trusting","+",1,3,241
"adventurous","+",1,3,241
"compassionate","+",1,3,241
"humane","+",1,3,241
"inventive","+",1,3,241
"selfless","+",1,3,241
"observant","+",1,3,241
"diligent","+",1,3,241
"sociable","+",1,3,241
"mean","-",1,3,241
"shallow","-",1,3,241
"weak","-",1,3,241
"aggressive","-",1,3,241
"bitter","-",1,3,241
"troubled","-",1,3,241
"detached","-",1,3,241
"offensive","-",1,3,241
"nasty","-",1,3,241
"violent","-",1,3,241
"useless","-",1,3,241
"rejected","-",1,3,241
"immoral","-",1,3,241
"greedy","-",1,3,241
"unpopular","-",1,3,241
"unreliable","-",1,3,241
"hopeless","-",1,3,241
"insensitive","-",1,3,241
"superficial","-",1,3,241
"jealous","-",1,3,241
"messy","-",1,3,241
"stern","-",1,3,241
"uninspiring","-",1,3,241
"disagreeable","-",1,3,241
"unsympathetic","-",1,3,241
"resentful","-",1,3,241
"manipulative","-",1,3,241
"prejudiced","-",1,3,241
"uninteresting","-",1,3,241
"conceited","-",1,3,241
"nice","+",1,4,241
"generous","+",1,4,241
"outstanding","+",1,4,241
"honest","+",1,4,241
"strong","+",1,4,241
"devoted","+",1,4,241
"moral","+",1,4,241
"efficient","+",1,4,241
"clever","+",1,4,241
"lucky","+",1,4,241
"entertaining","+",1,4,241
"intelligent","+",1,4,241
"admired","+",1,4,241
"elegant","+",1,4,241
"ambitious","+",1,4,241
"versatile","+",1,4,241
"expressive","+",1,4,241
"optimistic","+",1,4,241
"enthusiastic","+",1,4,241
"charming","+",1,4,241
"respectful","+",1,4,241
"purposeful","+",1,4,241
"self-confident","+",1,4,241
"playful","+",1,4,241
"gracious","+",1,4,241
"witty","+",1,4,241
"down-to-earth","+",1,4,241
"agreeable","+",1,4,241
"communicative","+",1,4,241
"affectionate","+",1,4,241
"foolish","-",1,4,241
"withdrawn","-",1,4,241
"disturbed","-",1,4,241
"lonely","-",1,4,241
"awful","-",1,4,241
"toxic","-",1,4,241
"inadequate","-",1,4,241
"unpleasant","-",1,4,241
"helpless","-",1,4,241
"vicious","-",1,4,241
"cynical","-",1,4,241
"timid","-",1,4,241
"insecure","-",1,4,241
"feeble","-",1,4,241
"lazy","-",1,4,241
"unwise","-",1,4,241
"troublesome","-",1,4,241
"fearful","-",1,4,241
"thoughtless","-",1,4,241
"unhealthy","-",1,4,241
"unsophisticated","-",1,4,241
"unkind","-",1,4,241
"compulsive","-",1,4,241
"untrustworthy","-",1,4,241
"disobedient","-",1,4,241
"unethical","-",1,4,241
"deceptive","-",1,4,241
"absent-minded","-",1,4,241
"self-critical","-",1,4,241
"materialistic","-",1,4,241
