"word","valence_condition","set","run","seed"
"nice","+",1,1,290
"brilliant","+",1,1,290
"understanding","+",1,1,290
"honest","+",1,1,290
"strong","+",1,1,290
"devoted","+",1,1,290
"moral","+",1,1,290
"efficient","+",1,1,290
"organized","+",1,1,290
"clever","+",1,1,290
"lucky","+",1,1,290
"entertaining","+",1,1,290
"cooperative","+",1,1,290
"amusing","+",1,1,290
"charitable","+",1,1,290
"admired","+",1,1,290
"versatile","+",1,1,290
"expressive","+",1,1,290
"optimistic","+",1,1,290
"enthusiastic","+",1,1,290
"charming","+",1,1,290
"self-confident","+",1,1,290
"playful","+",1,1,290
"gracious","+",1,1,290
"humane","+",1,1,290
"selfless","+",1,1,290
"observant","+",1,1,290
"diligent","+",1,1,290
"agreeable","+",1,1,290
"sociable","+",1,1,290
"shallow","-",1,1,290
"weak","-",1,1,290
"aggressive","-",1,1,290
"disturbed","-",1,1,290
"lonely","-",1,1,290
"toxic","-",1,1,290
"violent","-",1,1,290
"useless","-",1,1,290
"unpleasant","-",1,1,290
"rejected","-",1,1,290
"immoral","-",1,1,290
"helpless","-",1,1,290
"vicious","-",1,1,290
"timid","-",1,1,290
"unpopular","-",1,1,290
"lazy","-",1,1,290
"troublesome","-",1,1,290
"unreliable","-",1,1,290
"hopeless","-",1,1,290
"insensitive","-",1,1,290
"superficial","-",1,1,290
"jealous","-",1,1,290
"stern","-",1,1,290
"thoughtless","-",1,1,290
"uninspiring","-",1,1,290
"untrustworthy","-",1,1,290
"disagreeable","-",1,1,290
"disobedient","-",1,1,290
"manipulative","-",1,1,290
"uninteresting","-",1,1,290
"fun","+",1,2,290
"happy","+",1,2,290
"friendly","+",1,2,290
"generous","+",1,2,290
"outstanding","+",1,2,290
"composed","+",1,2,290
"helpful","+",1,2,290
"gentle","+",1,2,290
"warm","+",1,2,290
"mighty","+",1,2,290
"intelligent","+",1,2,290
"skilled","+",1,2,290
"lively","+",1,2,290
"terrific","+",1,2,290
"loyal","+",1,2,290
"brave","+",1,2,290
"elegant","+",1,2,290
"ambitious","+",1,2,290
"sympathetic","+",1,2,290
"respectful","+",1,2,290
"admirable","+",1,2,290
"trusting","+",1,2,290
"adventurous","+",1,2,290
"purposeful","+",1,2,290
"compassionate","+",1,2,290
"inventive","+",1,2,290
"witty","+",1,2,290
"down-to-earth","+",1,2,290
"communicative","+",1,2,290
"affectionate","+",1,2,290
"mean","-",1,2,290
"foolish","-",1,2,290
"withdrawn","-",1,2,290
"bitter","-",1,2,290
"troubled","-",1,2,290
"awful","-",1,2,290
"detached","-",1,2,290
"inadequate","-",1,2,290
"offensive","-",1,2,290
"nasty","-",1,2,290
"cynical","-",1,2,290
"greedy","-",1,2,290
"insecure","-",1,2,290
"feeble","-",1,2,290
"unwise","-",1,2,290
"fearful","-",1,2,290
"messy","-",1,2,290
"unhealthy","-",1,2,290
"unsophisticated","-",1,2,290
"unkind","-",1,2,290
"compulsive","-",1,2,290
"unsympathetic","-",1,2,290
"resentful","-",1,2,290
"unethical","-",1,2,290
"deceptive","-",1,2,290
"prejudiced","-",1,2,290
"absent-minded","-",1,2,290
"self-critical","-",1,2,290
"conceited","-",1,2,290
"materialistic","-",1,2,290
"positive","+",2,3,290
"active","+",2,3,290
"bright","+",2,3,290
"capable","+",2,3,290
"confident","+",2,3,290
"creative","+",2,3,290
"modest","+",2,3,290
"smart","+",2,3,290
"respectable","+",2,3,290
"decisive","+",2,3,290
"polite","+",2,3,290
"ethical","+",2,3,290
"innovative","+",2,3,290
"energetic","+",2,3,290
"thoughtful","+",2,3,290
"outgoing","+",2,3,290
"sincere","+",2,3,290
"dignified","+",2,3,290
"knowledgeable","+",2,3,290
"perceptive","+",2,3,290
"courteous","+",2,3,290
"joyful","+",2,3,290
"considerate","+",2,3,290
"truthful","+",2,3,290
"fearless","+",2,3,290
"forgiving","+",2,3,290
"glorious","+",2,3,290
"guilty","-",2,3,290
"sad","-",2,3,290
"controlling","-",2,3,290
"unhappy","-",2,3,290
"dreadful","-",2,3,290
"wicked","-",2,3,290
"rotten","-",2,3,290
"selfish","-",2,3,290
"inefficient","-",2,3,290
"careless","-",2,3,290
"reckless","-",2,3,290
"irresponsible","-",2,3,290
"self-conscious","-",2,3,290
"unproductive","-",2,3,290
"sloppy","-",2,3,290
"unfriendly","-",2,3,290
"envious","-",2,3,290
"cowardly","-",2,3,290
"obnoxious","-",2,3,290
"intolerant","-",2,3,290
"lethargic","-",2,3,290
"good-natured","+",2,3,290
"self-disciplined","+",2,3,290
"dependable","+",2,3,290
"hesitant","-",2,3,290
"defensive","-",2,3,290
"mediocre","-",2,3,290
"indecisive","-",2,3,290
"childish","-",2,3,290
"unreasonable","-",2,3,290
"demanding","-",2,3,290
"devious","-",2,3,290
"insincere","-",2,3,290
"kind","+",2,4,290
"responsible","+",2,4,290
"patient","+",2,4,290
"sweet","+",2,4,290
"healthy","+",2,4,290
"consistent","+",2,4,290
"calm","+",2,4,290
"grateful","+",2,4,290
"pleasant","+",2,4,290
"sophisticated","+",2,4,290
"reliable","+",2,4,290
"wise","+",2,4,290
"mature","+",2,4,290
"productive","+",2,4,290
"competent","+",2,4,290
"cheerful","+",2,4,290
"thorough","+",2,4,290
"jolly","+",2,4,290
"talented","+",2,4,290
"humble","+",2,4,290
"hopeful","+",2,4,290
"humorous","+",2,4,290
"courageous","+",2,4,290
"attentive","+",2,4,290
"adaptable","+",2,4,290
"trustworthy","+",2,4,290
"artistic","+",2,4,290
"daring","+",2,4,290
"terrible","-",2,4,290
"dull","-",2,4,290
"boring","-",2,4,290
"hostile","-",2,4,290
"harsh","-",2,4,290
"cruel","-",2,4,290
"rude","-",2,4,290
"ignorant","-",2,4,290
"gloomy","-",2,4,290
"ruthless","-",2,4,290
"irrational","-",2,4,290
"discouraged","-",2,4,290
"annoying","-",2,4,290
"dishonest","-",2,4,290
"dreary","-",2,4,290
"pompous","-",2,4,290
"unruly","-",2,4,290
"grumpy","-",2,4,290
"bossy","-",2,4,290
"bad","-",2,4,290
"moody","-",2,4,290
"wasteful","-",2,4,290
"stupid","-",2,4,290
"proficient","+",2,4,290
"comical","+",2,4,290
"stubborn","-",2,4,290
"combative","-",2,4,290
"suspicious","-",2,4,290
"brooding","-",2,4,290
"fickle","-",2,4,290
"awkward","-",2,4,290
"disdainful","-",2,4,290
